folder,image,logical,corrColor,corrR,corrG,corrB,image_path,oldColor,thisN,thisTrialN,thisRepN,spacebar.keys,spacebar.rt,spacebar.duration,seafoam.numClicks,seafoam.timesOn,seafoam.timesOff,pink.numClicks,pink.timesOn,pink.timesOff,lime_green.numClicks,lime_green.timesOn,lime_green.timesOff,orange.numClicks,orange.timesOn,orange.timesOff,blue.numClicks,blue.timesOn,blue.timesOff,yellow.numClicks,yellow.timesOn,yellow.timesOff,purple.numClicks,purple.timesOn,purple.timesOff,cyan.numClicks,cyan.timesOn,cyan.timesOff,red.numClicks,red.timesOn,red.timesOff,green.numClicks,green.timesOn,green.timesOff,slider.response,slider.rt,slider.history,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,button2.numClicks,button2.timesOn,button2.timesOff,seafoam_3.numClicks,seafoam_3.timesOn,seafoam_3.timesOff,pink_3.numClicks,pink_3.timesOn,pink_3.timesOff,lime_green_3.numClicks,lime_green_3.timesOn,lime_green_3.timesOff,orange_3.numClicks,orange_3.timesOn,orange_3.timesOff,blue_3.numClicks,blue_3.timesOn,blue_3.timesOff,yellow_3.numClicks,yellow_3.timesOn,yellow_3.timesOff,purple_3.numClicks,purple_3.timesOn,purple_3.timesOff,cyan_3.numClicks,cyan_3.timesOn,cyan_3.timesOff,red_3.numClicks,red_3.timesOn,red_3.timesOff,green_3.numClicks,green_3.timesOn,green_3.timesOff,Button3.numClicks,Button3.timesOn,Button3.timesOff,seafoam_2.numClicks,seafoam_2.timesOn,seafoam_2.timesOff,pink_2.numClicks,pink_2.timesOn,pink_2.timesOff,lime_green_2.numClicks,lime_green_2.timesOn,lime_green_2.timesOff,orange_2.numClicks,orange_2.timesOn,orange_2.timesOff,blue_2.numClicks,blue_2.timesOn,blue_2.timesOff,yellow_2.numClicks,yellow_2.timesOn,yellow_2.timesOff,purple_2.numClicks,purple_2.timesOn,purple_2.timesOff,cyan_2.numClicks,cyan_2.timesOn,cyan_2.timesOff,red_2.numClicks,red_2.timesOn,red_2.timesOff,green_2.numClicks,green_2.timesOn,green_2.timesOff,key_resp.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,Welcome.started,Welcome_info.started,PressEnter.started,PressEnterToContinue.started,Welcome.stopped,PressEnter.keys,PressEnter.rt,PressEnter.duration,img_Var.routineStartVal,initiate.started,initiate.stopped,img_Var.routineEndVal,logical_Var.routineEndVal,corrColor_Var.routineEndVal,corrR_Var.routineEndVal,corrG_Var.routineEndVal,corrB_Var.routineEndVal,filterCount.routineEndVal,img_Var1.routineEndVal,trial_counter.routineEndVal,answer.routineStartVal,trial_1.started,img.started,seafoam.started,pink.started,lime_green.started,orange.started,blue.started,yellow.started,purple.started,cyan.started,red.started,green.started,RBGInfo.started,G.started,B.started,counter_Text.started,total_count.started,R.started,spacebar.started,trial_1.stopped,corrColorVar.routineEndVal,filterChange.routineEndVal,trials.spacebar.keys,trials.spacebar.rt,trials.spacebar.duration,trials.seafoam.numClicks,trials.seafoam.timesOn,trials.seafoam.timesOff,trials.pink.numClicks,trials.pink.timesOn,trials.pink.timesOff,trials.lime_green.numClicks,trials.lime_green.timesOn,trials.lime_green.timesOff,trials.orange.numClicks,trials.orange.timesOn,trials.orange.timesOff,trials.blue.numClicks,trials.blue.timesOn,trials.blue.timesOff,trials.yellow.numClicks,trials.yellow.timesOn,trials.yellow.timesOff,trials.purple.numClicks,trials.purple.timesOn,trials.purple.timesOff,trials.cyan.numClicks,trials.cyan.timesOn,trials.cyan.timesOff,trials.red.numClicks,trials.red.timesOn,trials.red.timesOff,trials.green.numClicks,trials.green.timesOn,trials.green.timesOff,answer.routineEndVal,Pause350.started,text_8.started,text_8.stopped,Pause350.stopped,confidence.started,slider.started,text_9.started,mouse_2.started,text_answer.started,cyan_3.started,button2.started,confidence.stopped,trials.slider.response,trials.slider.rt,trials.slider.history,trials.mouse_2.x,trials.mouse_2.y,trials.mouse_2.leftButton,trials.mouse_2.midButton,trials.mouse_2.rightButton,trials.mouse_2.time,trials.mouse_2.clicked_name,trials.button2.numClicks,trials.button2.timesOn,trials.button2.timesOff,trials.seafoam_3.numClicks,trials.seafoam_3.timesOn,trials.seafoam_3.timesOff,trials.pink_3.numClicks,trials.pink_3.timesOn,trials.pink_3.timesOff,trials.lime_green_3.numClicks,trials.lime_green_3.timesOn,trials.lime_green_3.timesOff,trials.orange_3.numClicks,trials.orange_3.timesOn,trials.orange_3.timesOff,trials.blue_3.numClicks,trials.blue_3.timesOn,trials.blue_3.timesOff,trials.yellow_3.numClicks,trials.yellow_3.timesOn,trials.yellow_3.timesOff,trials.purple_3.numClicks,trials.purple_3.timesOn,trials.purple_3.timesOff,trials.cyan_3.numClicks,trials.cyan_3.timesOn,trials.cyan_3.timesOff,trials.red_3.numClicks,trials.red_3.timesOn,trials.red_3.timesOff,trials.green_3.numClicks,trials.green_3.timesOn,trials.green_3.timesOff,confirm.started,Button3.started,correctAnswer.started,RBGInfo_2.started,R_2.started,G_2.started,B_2.started,key_resp.started,confirm.stopped,trials.Button3.numClicks,trials.Button3.timesOn,trials.Button3.timesOff,trials.seafoam_2.numClicks,trials.seafoam_2.timesOn,trials.seafoam_2.timesOff,trials.pink_2.numClicks,trials.pink_2.timesOn,trials.pink_2.timesOff,trials.lime_green_2.numClicks,trials.lime_green_2.timesOn,trials.lime_green_2.timesOff,trials.orange_2.numClicks,trials.orange_2.timesOn,trials.orange_2.timesOff,trials.blue_2.numClicks,trials.blue_2.timesOn,trials.blue_2.timesOff,trials.yellow_2.numClicks,trials.yellow_2.timesOn,trials.yellow_2.timesOff,trials.purple_2.numClicks,trials.purple_2.timesOn,trials.purple_2.timesOff,trials.cyan_2.numClicks,trials.cyan_2.timesOn,trials.cyan_2.timesOff,trials.red_2.numClicks,trials.red_2.timesOn,trials.red_2.timesOff,trials.green_2.numClicks,trials.green_2.timesOn,trials.green_2.timesOff,trials.key_resp.keys,PauseEnd.started,text_11.started,text_11.stopped,PauseEnd.stopped,colorList.routineEndVal,orange_3.started,purple_3.started,red_3.started,yellow_3.started,pink_3.started,wrongAnswer.started,corrColor_2.started,seafoam_2.started,pink_2.started,lime_green_2.started,orange_2.started,blue_2.started,yellow_2.started,purple_2.started,cyan_2.started,red_2.started,green_2.started,purple_2.stopped,cyan_2.stopped,red_2.stopped,green_2.stopped,wrongAnswer.stopped,corrColor_2.stopped,seafoam_2.stopped,pink_2.stopped,lime_green_2.stopped,orange_2.stopped,blue_2.stopped,yellow_2.stopped,seafoam_3.started,green_3.started,lime_green_3.started,congrats.started,GoodJob.started,congrats.stopped,trial_counter.endExpVal,colorList.expEndVal,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.0102006,0.0303648,0.8120547,1.0117556,35.2986382,return,34.4684887,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,008-t,2026-04-08_16h35.58.619,TestStep21,,2026.01.01,59.87145595,2026-04-08 16h35.59.575052 +0200
01/Jan,029_Cyan.jpg,TRUE,Cyan,2,100,88,01-1/029_Cyan_0.png,None,0,0,0,"['space', 'space']","[3.0181235999334604, 4.0055164999794215]","[0.09783930005505681, 0.11602039996068925]",0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[21.245139200007543],[21.245147099951282],0,,,0,,,5,0.9309331,"[(5.0, 0.9309330999385566)]","[0.3933333333333333, 0.06916666666666667]","[0.006666666666666667, -0.2633333333333333]","[1, 1]","[0, 0]","[0, 0]","[0.7726313000312075, 1.6190460999496281]","[None, 'button2']",1,[1.6283800000092015],[1.628389000077732],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.5643551000393927],[0.5643602000782266],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,0,0,0,20,35.4606605,,,,,,,,,,,01-1/029_Cyan_0.png,35.3174249,35.3184498,01-1/029_Cyan_0.png,TRUE,Cyan,2,100,88,"[3.969092799932696, 4.915302100009285]",01-1/029_Cyan_0.png,1,,35.3705278,35.4606605,35.4606605,35.4606605,35.4606605,35.4606605,35.4606605,35.4606605,35.4606605,35.4606605,35.4606605,35.4606605,35.4606605,35.4606605,35.4606605,35.4606605,35.4606605,35.6259577,36.2104012,56.5651542,Cyan,2,"['space', 'space']","[3.0181235999334604, 4.0055164999794215]","[0.09783930005505681, 0.11602039996068925]",0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[21.245139200007543],[21.245147099951282],0,,,0,,,Cyan,58.5462724,58.5609916,56.9574248,58.9097497,56.9239851,56.9574248,56.9574248,0.0086676,56.9574248,56.9574248,57.8907391,58.5458886,5,0.9309331,"[(5.0, 0.9309330999385566)]","[0.3933333333333333, 0.06916666666666667]","[0.006666666666666667, -0.2633333333333333]","[1, 1]","[0, 0]","[0, 0]","[0.7726313000312075, 1.6190460999496281]","[None, 'button2']",1,[1.6283800000092015],[1.628389000077732],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,58.9248951,58.9569779,58.9569779,58.9569779,58.9569779,58.9569779,58.9569779,58.9569779,59.4617718,1,[0.5643551000393927],[0.5643602000782266],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,59.4620295,59.4767182,59.9090055,59.8094311,['Cyan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,008-t,2026-04-08_16h35.58.619,TestStep21,,2026.01.01,59.87145595,2026-04-08 16h35.59.575052 +0200
02-t,030_Orange.jpg,FALSE,Orange,100,51,0,02-t/030_Orange_0.png,Seafoam,1,1,0,['space'],[0.49722840008325875],[0.08864510001149029],0,,,0,,,0,,,1,7.6415899,7.6416016,0,,,0,,,0,,,0,,,0,,,0,,,5,0.8027462,"[(5.0, 0.8027462000027299)]","[0.385, 0.030833333333333334]","[0.018333333333333333, -0.2875]","[1, 1]","[0, 0]","[0, 0]","[0.6798887000186369, 2.142042399966158]","[None, 'button2']",1,[2.15254670009017],[2.1525522000156343],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.652614300022833],[0.6526202000677586],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,0,1,1,9,59.9090055,,,,,,,,,,,02-t/030_Orange_0.png,59.8098898,59.809959,02-t/030_Orange_0.png,FALSE,Orange,100,51,0,[1.5056922999210656],02-t/030_Orange_0.png,2,,59.8186194,59.9090055,59.9090055,59.9090055,59.9090055,59.9090055,59.9090055,59.9090055,59.9090055,59.9090055,59.9090055,59.9090055,59.9090055,59.9090055,59.9090055,59.9090055,59.9090055,60.0757774,60.7424764,67.4544531,Orange,1,['space'],[0.49722840008325875],[0.08864510001149029],0,,,0,,,0,,,1,7.6415899,7.6416016,0,,,0,,,0,,,0,,,0,,,0,,,Orange,69.9586214,69.9761312,,70.311131,67.8146587,67.8401306,67.8401306,0.0100529,67.8401306,,68.6738057,69.9583224,5,0.8027462,"[(5.0, 0.8027462000027299)]","[0.385, 0.030833333333333334]","[0.018333333333333333, -0.2875]","[1, 1]","[0, 0]","[0, 0]","[0.6798887000186369, 2.142042399966158]","[None, 'button2']",1,[2.15254670009017],[2.1525522000156343],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,70.3400622,70.3569065,70.3569065,70.3569065,70.3569065,70.3569065,70.3569065,70.3569065,70.9625354,1,[0.652614300022833],[0.6526202000677586],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,70.9627704,70.9763961,71.4087987,71.309869,"['Cyan', 'Orange']",67.8401306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,008-t,2026-04-08_16h35.58.619,TestStep21,,2026.01.01,59.87145595,2026-04-08 16h35.59.575052 +0200
02-t,011_Purple.jpg,FALSE,Purple,67,0,100,02-t/011_Purple_0.png,Orange,2,2,0,"['space', 'space']","[0.8415435999631882, 1.6127154999412596]","[0.07962340000085533, 0.09802200004924089]",0,,,0,,,0,,,0,,,0,,,0,,,1,[41.99777909996919],[41.997785500017926],0,,,0,,,0,,,4,1.2822317,"[(4.0, 1.2822317000245675)]","[0.16166666666666665, -0.0033333333333333335]","[-0.005833333333333334, -0.2575]","[1, 1]","[0, 0]","[0, 0]","[1.1650723000057042, 2.0622977999737486]","[None, 'button2']",1,[2.0623168000020087],[2.0623228000476956],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.6529733000788838],[0.6529820000287145],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,0,2,2,2,71.4087987,,,,,,,,,,,02-t/011_Purple_0.png,71.3106713,71.311959,02-t/011_Purple_0.png,FALSE,Purple,67,0,100,"[1.815686000045389, 2.5791972000151873]",02-t/011_Purple_0.png,3,,71.3231679,71.4087987,71.4087987,71.4087987,71.4087987,71.4087987,71.4087987,71.4087987,71.4087987,71.4087987,71.4087987,71.4087987,71.4087987,71.4087987,71.4087987,71.4087987,71.4087987,71.6574497,72.2427339,113.3118014,Purple,2,"['space', 'space']","[0.8415435999631882, 1.6127154999412596]","[0.07962340000085533, 0.09802200004924089]",0,,,0,,,0,,,0,,,0,,,0,,,1,[41.99777909996919],[41.997785500017926],0,,,0,,,0,,,Purple,115.7257722,115.741433,113.7056244,116.0767078,113.6614557,113.7056244,113.7056244,-0.000524,113.7056244,,114.9740028,115.7254383,4,1.2822317,"[(4.0, 1.2822317000245675)]","[0.16166666666666665, -0.0033333333333333335]","[-0.005833333333333334, -0.2575]","[1, 1]","[0, 0]","[0, 0]","[1.1650723000057042, 2.0622977999737486]","[None, 'button2']",1,[2.0623168000020087],[2.0623228000476956],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,116.108964,116.1226825,116.1226825,116.1226825,116.1226825,116.1226825,116.1226825,116.1226825,116.7304834,1,[0.6529733000788838],[0.6529820000287145],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,116.7307639,116.7424355,117.2249164,117.0769449,"['Cyan', 'Orange', 'Purple']",,113.7056244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,008-t,2026-04-08_16h35.58.619,TestStep21,,2026.01.01,59.87145595,2026-04-08 16h35.59.575052 +0200
02-t,028_Red.jpg,FALSE,Red,98,0,1,02-t/028_Red_0.png,Pink,3,3,0,"['space', 'space']","[0.7586590999271721, 1.536495600012131]","[0.07978460006415844, 0.07970799994654953]",0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[6.18699249997735],[6.187000500038266],0,,,5,1.1158045,"[(5.0, 1.11580450006295)]","[0.3725, 0.050833333333333335]","[0.004166666666666667, -0.255]","[1, 1]","[0, 0]","[0, 0]","[0.9784469000296667, 1.8575029000639915]","[None, 'button2']",1,[1.8705073000164703],[1.8705121000530198],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.487904499983415],[0.4879116000374779],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,0,3,3,7,117.2249164,,,,,,,,,,,02-t/028_Red_0.png,117.0777935,117.0787279,02-t/028_Red_0.png,FALSE,Red,98,0,1,"[1.6573497999925166, 2.4648248000303283]",02-t/028_Red_0.png,4,,117.0920474,117.2249164,117.2249164,117.2249164,117.2249164,117.2249164,117.2249164,117.2249164,117.2249164,117.2249164,117.2249164,117.2249164,117.2249164,117.2249164,117.2249164,117.2249164,117.2249164,117.4233827,117.9745094,123.2676847,Red,2,"['space', 'space']","[0.7586590999271721, 1.536495600012131]","[0.07978460006415844, 0.07970799994654953]",0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[6.18699249997735],[6.187000500038266],0,,,Red,125.4899319,125.5075687,,125.8408397,123.6305216,123.6552826,123.6552826,0.0125627,123.6552826,,124.788449,125.4895827,5,1.1158045,"[(5.0, 1.11580450006295)]","[0.3725, 0.050833333333333335]","[0.004166666666666667, -0.255]","[1, 1]","[0, 0]","[0, 0]","[0.9784469000296667, 1.8575029000639915]","[None, 'button2']",1,[1.8705073000164703],[1.8705121000530198],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,125.855298,125.8715473,125.8715473,125.8715473,125.8715473,125.8715473,125.8715473,125.8715473,126.329301,1,[0.487904499983415],[0.4879116000374779],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,126.3295519,126.3402575,126.7732509,126.6732603,"['Cyan', 'Orange', 'Purple', 'Red']",,,123.6552826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,008-t,2026-04-08_16h35.58.619,TestStep21,,2026.01.01,59.87145595,2026-04-08 16h35.59.575052 +0200
01-t,025_Cyan.jpg,TRUE,Cyan,7,100,99,01-t/025_Cyan_0.png,None,4,4,0,"['space', 'space']","[0.4519565999507904, 2.013725599972531]","[0.0793861000565812, 0.08869959996081889]",0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[17.02422719995957],[17.024237499921583],0,,,0,,,5,1.0172231,"[(5.0, 1.0172231000615284)]","[0.365, 0.06583333333333333]","[-0.004166666666666667, -0.30666666666666664]","[1, 1]","[0, 0]","[0, 0]","[0.8806369000812992, 1.6632709000259638]","[None, 'button2']",1,[1.6726529999868944],[1.672657800023444],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.4163945000618696],[0.4164011001121253],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,0,4,4,19,126.7732509,,,,,,,,,,,01-t/025_Cyan_0.png,126.6744964,126.6752732,01-t/025_Cyan_0.png,TRUE,Cyan,7,100,99,"[1.4071845000144094, 2.9596745999297127]",01-t/025_Cyan_0.png,5,,126.6850615,126.7732509,126.7732509,126.7732509,126.7732509,126.7732509,126.7732509,126.7732509,126.7732509,126.7732509,126.7732509,126.7732509,126.7732509,126.7732509,126.7732509,126.7732509,126.7732509,126.9721681,127.5900321,143.7011653,Cyan,2,"['space', 'space']","[0.4519565999507904, 2.013725599972531]","[0.0793861000565812, 0.08869959996081889]",0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[17.02422719995957],[17.024237499921583],0,,,0,,,Cyan,145.7254499,145.7401023,146.1037253,146.0735776,144.0603608,144.0873173,144.0873173,0.0089443,144.0873173,144.0873173,145.1209517,145.725138,5,1.0172231,"[(5.0, 1.0172231000615284)]","[0.365, 0.06583333333333333]","[-0.004166666666666667, -0.30666666666666664]","[1, 1]","[0, 0]","[0, 0]","[0.8806369000812992, 1.6632709000259638]","[None, 'button2']",1,[1.6726529999868944],[1.672657800023444],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,146.0881895,146.1037253,146.1037253,146.1037253,146.1037253,146.1037253,146.1037253,146.1037253,146.4931831,1,[0.4163945000618696],[0.4164011001121253],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,146.4934267,146.5062306,146.9220391,146.8390251,"['Cyan', 'Orange', 'Purple', 'Red', 'Cyan']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,008-t,2026-04-08_16h35.58.619,TestStep21,,2026.01.01,59.87145595,2026-04-08 16h35.59.575052 +0200
01/Jan,014_Yellow.jpg,TRUE,Yellow,100,98,11,01-1/014_Yellow_0.png,None,5,5,0,['space'],[2.2619375999784097],[0.08864380000159144],0,,,0,,,0,,,0,,,0,,,1,[6.639137100079097],[6.639146500034258],0,,,0,,,0,,,0,,,5,1.033869,"[(5.0, 1.033869000035338)]","[0.3641666666666667, 0.0475]","[0.0033333333333333335, -0.275]","[1, 1]","[0, 0]","[0, 0]","[0.8875322999665514, 1.6167902000015602]","[None, 'button2']",1,[1.6401757000712678],[1.640180499991402],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.45241260004695505],[0.45241850009188056],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,0,5,5,23,146.9220391,,,,,,,,,,,01-1/014_Yellow_0.png,146.8394462,146.8395461,01-1/014_Yellow_0.png,TRUE,Yellow,100,98,11,[3.2547301000449806],01-1/014_Yellow_0.png,6,,146.8481572,146.9220391,146.9220391,146.9220391,146.9220391,146.9220391,146.9220391,146.9220391,146.9220391,146.9220391,146.9220391,146.9220391,146.9220391,146.9220391,146.9220391,146.9220391,146.9220391,147.1390452,147.7729659,153.4803909,Yellow,1,['space'],[2.2619375999784097],[0.08864380000159144],0,,,0,,,0,,,0,,,0,,,1,[6.639137100079097],[6.639146500034258],0,,,0,,,0,,,0,,,Yellow,155.4723457,155.4896653,153.8537126,155.8232963,153.8277039,153.8537126,153.8537126,0.0232765,153.8537126,,154.9206021,155.4720561,5,1.033869,"[(5.0, 1.033869000035338)]","[0.3641666666666667, 0.0475]","[0.0033333333333333335, -0.275]","[1, 1]","[0, 0]","[0, 0]","[0.8875322999665514, 1.6167902000015602]","[None, 'button2']",1,[1.6401757000712678],[1.640180499991402],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,155.8403124,155.8532203,155.8532203,155.8532203,155.8532203,155.8532203,155.8532203,155.8532203,156.2759636,1,[0.45241260004695505],[0.45241850009188056],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,156.2762011,156.2893226,156.7053183,156.6220217,"['Cyan', 'Orange', 'Purple', 'Red', 'Cyan', 'Yellow']",,,,153.8537126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,008-t,2026-04-08_16h35.58.619,TestStep21,,2026.01.01,59.87145595,2026-04-08 16h35.59.575052 +0200
02/Jan,008_Orange.jpg,TRUE,Orange,100,53,0,02-1/008_Orange_0.png,None,6,6,0,['space'],[0.32696760003454983],[0.07960160006769001],0,,,0,,,0,,,1,8.8235738,8.8235896,0,,,0,,,0,,,0,,,0,,,0,,,5,0.8524362,"[(5.0, 0.8524362000171095)]","[0.3675, 0.07333333333333333]","[-0.021666666666666667, -0.2866666666666667]","[1, 1]","[0, 0]","[0, 0]","[0.7441449000034481, 1.5554649999830872]","[None, 'button2']",1,[1.5702400000300258],[1.5702452000696212],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.9850925999926403],[0.9851015000604093],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,0,6,6,11,156.7053183,,,,,,,,,,,02-1/008_Orange_0.png,156.6225538,156.6233886,02-1/008_Orange_0.png,TRUE,Orange,100,53,0,[1.3056852999143302],02-1/008_Orange_0.png,7,,156.6295254,156.7053183,156.7053183,156.7053183,156.7053183,156.7053183,156.7053183,156.7053183,156.7053183,156.7053183,156.7053183,156.7053183,156.7053183,156.7053183,156.7053183,156.7053183,156.7053183,156.9542298,157.539047,165.4502576,Orange,1,['space'],[0.32696760003454983],[0.07960160006769001],0,,,0,,,0,,,1,8.8235738,8.8235896,0,,,0,,,0,,,0,,,0,,,0,,,Orange,167.3721478,167.3897067,,167.7228636,165.8147261,165.8365009,165.8365009,0.014255,165.8365009,,166.7206498,167.3718415,5,0.8524362,"[(5.0, 0.8524362000171095)]","[0.3675, 0.07333333333333333]","[-0.021666666666666667, -0.2866666666666667]","[1, 1]","[0, 0]","[0, 0]","[0.7441449000034481, 1.5554649999830872]","[None, 'button2']",1,[1.5702400000300258],[1.5702452000696212],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,167.7415317,167.7531995,167.7531995,167.7531995,167.7531995,167.7531995,167.7531995,167.7531995,168.7093222,1,[0.9850925999926403],[0.9851015000604093],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,168.7096823,168.7232514,,169.074227,"['Cyan', 'Orange', 'Purple', 'Red', 'Cyan', 'Yellow', 'Orange']",165.8365009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,008-t,2026-04-08_16h35.58.619,TestStep21,,2026.01.01,59.87145595,2026-04-08 16h35.59.575052 +0200
02-t,022_Purple.jpg,FALSE,Purple,63,0,100,02-t/022_Purple_0.png,Seafoam,7,7,0,"['space', 'space']","[1.812436499982141, 4.342370899976231]","[0.08891359996050596, 0.061653099954128265]",0,,,1,19.0912718,19.0912825,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,4,1.1010855,"[(4.0, 1.1010854999767616)]","[0.16833333333333333, 0.0175]","[-0.029166666666666667, -0.2733333333333333]","[1, 1]","[0, 0]","[0, 0]","[0.9961490000132471, 1.7131605999311432]","[None, 'button2']",1,[1.7204513000324368],[1.7204564000712708],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[4.70060330000706],[4.70061259996146],0,,,0,,,0,,,0,,,0,,,0,,,1,[3.6469307000515983],[3.6469370999839157],0,,,0,,,0,,,None,0,7,7,6,169.1716162,,,,,,,,,,,02-t/022_Purple_0.png,169.0747118,169.074803,02-t/022_Purple_0.png,FALSE,Purple,63,0,100,"[2.768379300017841, 5.224970799987204]",02-t/022_Purple_0.png,8,,169.0809582,169.1716162,169.1716162,169.1716162,169.1716162,169.1716162,169.1716162,169.1716162,169.1716162,169.1716162,169.1716162,169.1716162,169.1716162,169.1716162,169.1716162,169.1716162,169.1716162,169.4204118,169.9552507,188.1684935,Purple,2,"['space', 'space']","[1.812436499982141, 4.342370899976231]","[0.08891359996050596, 0.061653099954128265]",0,,,1,19.0912718,19.0912825,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,Pink,190.2404101,190.2548105,190.6526709,190.5883695,188.5255413,188.5522398,188.5522398,0.0068905,188.5522398,,189.6692867,190.2401368,4,1.1010855,"[(4.0, 1.1010854999767616)]","[0.16833333333333333, 0.0175]","[-0.029166666666666667, -0.2733333333333333]","[1, 1]","[0, 0]","[0, 0]","[0.9961490000132471, 1.7131605999311432]","[None, 'button2']",1,[1.7204513000324368],[1.7204564000712708],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,190.6091789,194.2726627,194.2726627,190.6526709,190.6526709,190.6526709,190.6526709,190.6526709,195.2916982,1,[4.70060330000706],[4.70061259996146],0,,,0,,,0,,,0,,,0,,,0,,,1,[3.6469307000515983],[3.6469370999839157],0,,,0,,,0,,,None,195.2919755,195.304356,195.7207694,195.6378609,"['Cyan', 'Orange', 'Purple', 'Red', 'Cyan', 'Yellow', 'Orange', 'Pink', 'Purple']",,,,,188.5522398,190.6526709,190.6526709,190.6526709,190.6526709,190.6526709,190.6526709,190.6526709,190.6526709,190.6526709,190.6526709,190.6526709,190.6526709,194.2561721,194.2561721,194.2561721,194.2561721,194.2726627,194.2726627,194.2726627,194.2726627,194.2726627,194.2726627,194.2726627,194.2726627,,,,,,,,,2,008-t,2026-04-08_16h35.58.619,TestStep21,,2026.01.01,59.87145595,2026-04-08 16h35.59.575052 +0200
