folder,image,logical,corrColor,corrR,corrG,corrB,image_path,thisN,thisTrialN,thisRepN,spacebar.keys,spacebar.rt,spacebar.duration,seafoam.numClicks,seafoam.timesOn,seafoam.timesOff,pink.numClicks,pink.timesOn,pink.timesOff,lime_green.numClicks,lime_green.timesOn,lime_green.timesOff,orange.numClicks,orange.timesOn,orange.timesOff,blue.numClicks,blue.timesOn,blue.timesOff,yellow.numClicks,yellow.timesOn,yellow.timesOff,purple.numClicks,purple.timesOn,purple.timesOff,cyan.numClicks,cyan.timesOn,cyan.timesOff,red.numClicks,red.timesOn,red.timesOff,green.numClicks,green.timesOn,green.timesOff,slider.response,slider.rt,slider.history,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,button2.numClicks,button2.timesOn,button2.timesOff,seafoam_3.numClicks,seafoam_3.timesOn,seafoam_3.timesOff,pink_3.numClicks,pink_3.timesOn,pink_3.timesOff,lime_green_3.numClicks,lime_green_3.timesOn,lime_green_3.timesOff,orange_3.numClicks,orange_3.timesOn,orange_3.timesOff,blue_3.numClicks,blue_3.timesOn,blue_3.timesOff,yellow_3.numClicks,yellow_3.timesOn,yellow_3.timesOff,purple_3.numClicks,purple_3.timesOn,purple_3.timesOff,cyan_3.numClicks,cyan_3.timesOn,cyan_3.timesOff,red_3.numClicks,red_3.timesOn,red_3.timesOff,green_3.numClicks,green_3.timesOn,green_3.timesOff,Button3.numClicks,Button3.timesOn,Button3.timesOff,seafoam_2.numClicks,seafoam_2.timesOn,seafoam_2.timesOff,pink_2.numClicks,pink_2.timesOn,pink_2.timesOff,lime_green_2.numClicks,lime_green_2.timesOn,lime_green_2.timesOff,orange_2.numClicks,orange_2.timesOn,orange_2.timesOff,blue_2.numClicks,blue_2.timesOn,blue_2.timesOff,yellow_2.numClicks,yellow_2.timesOn,yellow_2.timesOff,purple_2.numClicks,purple_2.timesOn,purple_2.timesOff,cyan_2.numClicks,cyan_2.timesOn,cyan_2.timesOff,red_2.numClicks,red_2.timesOn,red_2.timesOff,green_2.numClicks,green_2.timesOn,green_2.timesOff,key_resp.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,Welcome.started,Welcome_info.started,PressEnter.started,PressEnterToContinue.started,Welcome.stopped,PressEnter.keys,PressEnter.rt,PressEnter.duration,img_Var.routineStartVal,initiate.started,initiate.stopped,img_Var.routineEndVal,logical_Var.routineEndVal,corrColor_Var.routineEndVal,corrR_Var.routineEndVal,corrG_Var.routineEndVal,corrB_Var.routineEndVal,filterCount.routineEndVal,img_Var1.routineEndVal,trial_counter.routineEndVal,answer.routineStartVal,trial_1.started,img.started,seafoam.started,pink.started,lime_green.started,orange.started,blue.started,yellow.started,purple.started,cyan.started,red.started,green.started,RBGInfo.started,G.started,B.started,R.started,spacebar.started,trial_1.stopped,corrColorVar.routineEndVal,filterChange.routineEndVal,trials.spacebar.keys,trials.spacebar.rt,trials.spacebar.duration,trials.seafoam.numClicks,trials.seafoam.timesOn,trials.seafoam.timesOff,trials.pink.numClicks,trials.pink.timesOn,trials.pink.timesOff,trials.lime_green.numClicks,trials.lime_green.timesOn,trials.lime_green.timesOff,trials.orange.numClicks,trials.orange.timesOn,trials.orange.timesOff,trials.blue.numClicks,trials.blue.timesOn,trials.blue.timesOff,trials.yellow.numClicks,trials.yellow.timesOn,trials.yellow.timesOff,trials.purple.numClicks,trials.purple.timesOn,trials.purple.timesOff,trials.cyan.numClicks,trials.cyan.timesOn,trials.cyan.timesOff,trials.red.numClicks,trials.red.timesOn,trials.red.timesOff,trials.green.numClicks,trials.green.timesOn,trials.green.timesOff,answer.routineEndVal,Pause350.started,text_8.started,Pause350.stopped,confidence.started,slider.started,text_9.started,mouse_2.started,text_answer.started,orange_3.started,button2.started,confidence.stopped,trials.slider.response,trials.slider.rt,trials.slider.history,trials.mouse_2.x,trials.mouse_2.y,trials.mouse_2.leftButton,trials.mouse_2.midButton,trials.mouse_2.rightButton,trials.mouse_2.time,trials.mouse_2.clicked_name,trials.button2.numClicks,trials.button2.timesOn,trials.button2.timesOff,trials.seafoam_3.numClicks,trials.seafoam_3.timesOn,trials.seafoam_3.timesOff,trials.pink_3.numClicks,trials.pink_3.timesOn,trials.pink_3.timesOff,trials.lime_green_3.numClicks,trials.lime_green_3.timesOn,trials.lime_green_3.timesOff,trials.orange_3.numClicks,trials.orange_3.timesOn,trials.orange_3.timesOff,trials.blue_3.numClicks,trials.blue_3.timesOn,trials.blue_3.timesOff,trials.yellow_3.numClicks,trials.yellow_3.timesOn,trials.yellow_3.timesOff,trials.purple_3.numClicks,trials.purple_3.timesOn,trials.purple_3.timesOff,trials.cyan_3.numClicks,trials.cyan_3.timesOn,trials.cyan_3.timesOff,trials.red_3.numClicks,trials.red_3.timesOn,trials.red_3.timesOff,trials.green_3.numClicks,trials.green_3.timesOn,trials.green_3.timesOff,text_8.stopped,confirm.started,Button3.started,correctAnswer.started,RBGInfo_2.started,R_2.started,G_2.started,B_2.started,key_resp.started,confirm.stopped,trials.Button3.numClicks,trials.Button3.timesOn,trials.Button3.timesOff,trials.seafoam_2.numClicks,trials.seafoam_2.timesOn,trials.seafoam_2.timesOff,trials.pink_2.numClicks,trials.pink_2.timesOn,trials.pink_2.timesOff,trials.lime_green_2.numClicks,trials.lime_green_2.timesOn,trials.lime_green_2.timesOff,trials.orange_2.numClicks,trials.orange_2.timesOn,trials.orange_2.timesOff,trials.blue_2.numClicks,trials.blue_2.timesOn,trials.blue_2.timesOff,trials.yellow_2.numClicks,trials.yellow_2.timesOn,trials.yellow_2.timesOff,trials.purple_2.numClicks,trials.purple_2.timesOn,trials.purple_2.timesOff,trials.cyan_2.numClicks,trials.cyan_2.timesOn,trials.cyan_2.timesOff,trials.red_2.numClicks,trials.red_2.timesOn,trials.red_2.timesOff,trials.green_2.numClicks,trials.green_2.timesOn,trials.green_2.timesOff,trials.key_resp.keys,PauseEnd.started,text_11.started,text_11.stopped,PauseEnd.stopped,colorList.routineEndVal,seafoam_3.started,purple_3.started,wrongAnswer.started,corrColor_2.started,seafoam_2.started,pink_2.started,lime_green_2.started,orange_2.started,blue_2.started,yellow_2.started,purple_2.started,cyan_2.started,red_2.started,green_2.started,yellow_2.stopped,purple_2.stopped,cyan_2.stopped,red_2.stopped,green_2.stopped,wrongAnswer.stopped,corrColor_2.stopped,seafoam_2.stopped,pink_2.stopped,lime_green_2.stopped,orange_2.stopped,blue_2.stopped,green_3.started,lime_green_3.started,pink_3.started,cyan_3.started,yellow_3.started,blue_3.started,congrats.started,GoodJob.started,congrats.stopped,trial_counter.endExpVal,colorList.expEndVal,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.0202965,0.0415455,0.8073506,1.0074006,10.3170247,return,9.1562528,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2026-03-31_11h43.01.146,Train2Laptop,,2026.01.01,60.10460605,2026-03-31 11h43.03.387357 +0200
02/Jan,006_Orange.jpg,TRUE,Orange,100,45,0,02-1/006_Orange_0.png,0,0,0,"['space', 'space']","[2.264983300003223, 3.387106100002711]","[0.13379379999969387, 0.11641760000202339]",0,,,0,,,0,,,1,28.5238193,28.5238393,0,,,0,,,0,,,0,,,0,,,0,,,3,3.5980075,"[(3.0, 3.5980074999970384)]","[-0.056666666666666664, -0.04083333333333333]","[-0.018333333333333333, -0.2758333333333333]","[1, 1]","[0, 0]","[0, 0]","[3.3500372000053176, 4.998754600004759]","[None, 'button2']",1,[5.017255699996895],[5.017267600000196],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.8012053000056767],[0.8012203000034788],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,0,0,0,0,10.7046758,,,,,,,,,,,02-1/006_Orange_0.png,10.4058119,10.4073185,02-1/006_Orange_0.png,TRUE,Orange,100,45,0,"[3.419492300003185, 4.496806900002412]",02-1/006_Orange_0.png,1,,10.5189356,10.7046758,10.7046758,10.7046758,10.7046758,10.7046758,10.7046758,10.7046758,10.7046758,10.7046758,10.7046758,10.7046758,10.7046758,10.7046758,10.7046758,10.8717475,11.4716115,38.93597,Orange,2,"['space', 'space']","[2.264983300003223, 3.387106100002711]","[0.13379379999969387, 0.11641760000202339]",0,,,0,,,0,,,1,28.5238193,28.5238393,0,,,0,,,0,,,0,,,0,,,0,,,Orange,44.3068759,44.3224322,44.6562629,39.3034368,39.3520664,39.3520664,0.0171479,39.3520664,39.3520664,42.9521628,44.3061212,3,3.5980075,"[(3.0, 3.5980074999970384)]","[-0.056666666666666664, -0.04083333333333333]","[-0.018333333333333333, -0.2758333333333333]","[1, 1]","[0, 0]","[0, 0]","[3.3500372000053176, 4.998754600004759]","[None, 'button2']",1,[5.017255699996895],[5.017267600000196],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,44.7186357,44.6865154,44.7186357,44.7186357,44.7186357,44.7186357,44.7186357,44.7186357,44.7186357,45.4612584,1,[0.8012053000056767],[0.8012203000034788],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,45.4618353,45.4724878,45.9868961,45.806281,['Orange'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2026-03-31_11h43.01.146,Train2Laptop,,2026.01.01,60.10460605,2026-03-31 11h43.03.387357 +0200
02/Jan,018_Seafoam.jpg,TRUE,Seafoam,13,100,58,02-1/018_Seafoam_0.png,1,1,0,"['space', 'space', 'space', 'space', 'space', 'space']","[0.722073899996758, 2.0584998999984236, 9.904445399995893, 10.956533299999137, 11.46006729999499, 13.842864099999133]","[0.17932110000401735, 0.10660610000195447, 0.15203309999924386, 0.14296889999968698, 0.13421450000168988, 0.13415060000261292]",1,38.6627004,38.6627145,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,4,1.7141154,"[(4.0, 1.7141153999982635)]","[0.17666666666666667, 0.025833333333333333]","[0.004166666666666667, -0.2675]","[1, 1]","[0, 0]","[0, 0]","[1.4736460999993142, 2.8378681000031065]","[None, 'button2']",1,[2.8420085000034305],[2.8420206000009784],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.6856717999980901],[0.6856846000009682],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,0,1,1,11,45.9868961,,,,,,,,,,,02-1/018_Seafoam_0.png,45.8074276,45.8076225,02-1/018_Seafoam_0.png,TRUE,Seafoam,13,100,58,"[1.8218453000008594, 3.100247499998659, 11.019290999996883, 12.010464099999808, 12.576722400001017, 14.92857560000266]",02-1/018_Seafoam_0.png,2,,45.8154826,45.9868961,45.9868961,45.9868961,45.9868961,45.9868961,45.9868961,45.9868961,45.9868961,45.9868961,45.9868961,45.9868961,45.9868961,45.9868961,45.9868961,46.2522464,46.803444,84.4755113,Seafoam,2,"['space', 'space', 'space', 'space', 'space', 'space']","[0.722073899996758, 2.0584998999984236, 9.904445399995893, 10.956533299999137, 11.46006729999499, 13.842864099999133]","[0.17932110000401735, 0.10660610000195447, 0.15203309999924386, 0.14296889999968698, 0.13421450000168988, 0.13415060000261292]",1,38.6627004,38.6627145,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,Seafoam,87.6712868,87.6876566,88.0360198,84.8292331,84.8668519,84.8668519,0.0032568,84.8668519,,86.6003931,87.6705168,4,1.7141154,"[(4.0, 1.7141153999982635)]","[0.17666666666666667, 0.025833333333333333]","[0.004166666666666667, -0.2675]","[1, 1]","[0, 0]","[0, 0]","[1.4736460999993142, 2.8378681000031065]","[None, 'button2']",1,[2.8420085000034305],[2.8420206000009784],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,84.8668519,88.0580098,88.083504,88.083504,88.083504,88.083504,88.083504,88.083504,88.083504,88.70942,1,[0.6856717999980901],[0.6856846000009682],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,88.7099187,88.7191057,89.2182058,89.0540345,"['Orange', 'Seafoam']",84.8668519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2026-03-31_11h43.01.146,Train2Laptop,,2026.01.01,60.10460605,2026-03-31 11h43.03.387357 +0200
01/Jan,018_Purple.jpg,TRUE,Purple,51,2,100,01-1/018_Purple_0.png,2,2,0,['space'],[5.8010718000005],[0.15236880000156816],0,,,0,,,0,,,0,,,0,,,0,,,1,[19.471830799993768],[19.471842599996307],0,,,0,,,0,,,5,1.2182755,"[(5.0, 1.2182755000030738)]","[0.3566666666666667, 0.07666666666666666]","[-0.03, -0.2783333333333333]","[1, 1]","[0, 0]","[0, 0]","[1.0057261000038125, 2.1738117999993847]","[None, 'button2']",1,[2.187627200000861],[2.187638800001878],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.6626778000063496],[0.6626983000023756],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,0,2,2,24,89.2182058,,,,,,,,,,,01-1/018_Purple_0.png,89.0552996,89.055507,01-1/018_Purple_0.png,TRUE,Purple,51,2,100,"[5.966368699999293, 6.832326599993394]",01-1/018_Purple_0.png,3,,89.0640491,89.2182058,89.2182058,89.2182058,89.2182058,89.2182058,89.2182058,89.2182058,89.2182058,89.2182058,89.2182058,89.2182058,89.2182058,89.2182058,89.2182058,89.5013863,90.0513323,108.5309277,Purple,2,['space'],[5.8010718000005],[0.15236880000156816],0,,,0,,,0,,,0,,,0,,,0,,,1,[19.471830799993768],[19.471842599996307],0,,,0,,,0,,,Purple,111.0721258,111.0864403,111.4201049,108.8941939,108.9329685,108.9329685,0.0129251,108.9329685,,110.1661689,111.0714223,5,1.2182755,"[(5.0, 1.2182755000030738)]","[0.3566666666666667, 0.07666666666666666]","[-0.03, -0.2783333333333333]","[1, 1]","[0, 0]","[0, 0]","[1.0057261000038125, 2.1738117999993847]","[None, 'button2']",1,[2.187627200000861],[2.187638800001878],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,111.4656636,111.4392921,111.4656636,111.4656636,111.4656636,111.4656636,111.4656636,111.4656636,111.4656636,112.0885183,1,[0.6626778000063496],[0.6626983000023756],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,112.0890976,112.1029817,112.6009231,112.436556,"['Orange', 'Seafoam', 'Purple']",,108.9329685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2026-03-31_11h43.01.146,Train2Laptop,,2026.01.01,60.10460605,2026-03-31 11h43.03.387357 +0200
01/Jan,008_Yellow.jpg,TRUE,Yellow,100,80,0,01-1/008_Yellow_0.png,3,3,0,"['space', 'space']","[2.3112627000009525, 14.585920299999998]","[0.1428897000005236, 0.16146490000392077]",0,,,0,,,0,,,1,29.3665659,29.366579,0,,,0,,,0,,,0,,,0,,,0,,,4,1.5814527,"[(4.0, 1.5814526999965892)]","[0.16583333333333333, 0.059166666666666666]","[-0.018333333333333333, -0.2758333333333333]","[1, 1]","[0, 0]","[0, 0]","[1.3389690999974846, 2.573225400003139]","[None, 'button2']",1,[2.576715299997886],[2.5767278999992413],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[14.800498500000685],[14.800513900001533],0,,,0,,,0,,,0,,,0,,,1,[12.52922970000509],[12.529243300006783],0,,,0,,,0,,,0,,,None,0,3,3,19,112.6009231,,,,,,,,,,,01-1/008_Yellow_0.png,112.4377094,112.4379005,01-1/008_Yellow_0.png,TRUE,Yellow,100,80,0,"[3.4600924999976996, 4.7005626000027405, 15.707715999997163, 16.479633199996897, 17.087226700001338]",01-1/008_Yellow_0.png,4,,112.4454681,112.6009231,112.6009231,112.6009231,112.6009231,112.6009231,112.6009231,112.6009231,112.6009231,112.6009231,112.6009231,112.6009231,112.6009231,112.6009231,112.6009231,112.9005989,113.5173112,141.8082659,Yellow,1,"['space', 'space']","[2.3112627000009525, 14.585920299999998]","[0.1428897000005236, 0.16146490000392077]",0,,,0,,,0,,,1,29.3665659,29.366579,0,,,0,,,0,,,0,,,0,,,0,,,Orange,144.7385296,144.7517207,145.0857303,142.1611197,142.1984081,142.1984081,0.0024934,142.1984081,142.1984081,143.7981953,144.7377741,4,1.5814527,"[(4.0, 1.5814526999965892)]","[0.16583333333333333, 0.059166666666666666]","[-0.018333333333333333, -0.2758333333333333]","[1, 1]","[0, 0]","[0, 0]","[1.3389690999974846, 2.573225400003139]","[None, 'button2']",1,[2.576715299997886],[2.5767278999992413],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,145.1645806,145.1044353,157.6678987,157.6678987,145.1645806,145.1645806,145.1645806,145.1645806,145.1645806,159.8905017,1,[14.800498500000685],[14.800513900001533],0,,,0,,,0,,,0,,,0,,,1,[12.52922970000509],[12.529243300006783],0,,,0,,,0,,,0,,,None,159.8911264,159.9010376,160.4156895,160.2349593,"['Orange', 'Seafoam', 'Purple', 'Orange', 'Yellow']",,,145.1645806,145.1645806,145.1645806,145.1645806,145.1645806,145.1645806,145.1645806,145.1645806,145.1645806,145.1645806,145.1645806,145.1645806,157.6474484,157.6474484,157.6474484,157.6474484,157.6474484,157.6678987,157.6678987,157.6678987,157.6678987,157.6678987,157.6678987,157.6678987,,,,,,,,,,,,1,2,2026-03-31_11h43.01.146,Train2Laptop,,2026.01.01,60.10460605,2026-03-31 11h43.03.387357 +0200
01/Jan,022_Green.jpg,TRUE,Green,0,95,0,01-1/022_Green_0.png,4,4,0,"['space', 'space', 'space', 'space', 'space']","[1.088325699995039, 2.2254868999953032, 5.969327999999223, 9.419165999999677, 11.214257299994642]","[0.1428825000039069, 0.07055419999960577, 0.12526950000028592, 0.10693019999598619, 0.11583710000559222]",0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[18.683618000002753],[18.6836312000014],5,1.7151697,"[(5.0, 1.7151697000008426)]","[0.37333333333333335, 0.0625]","[-0.0016666666666666668, -0.295]","[1, 1]","[0, 0]","[0, 0]","[1.5039456999948015, 15.119917199997872]","[None, 'button2']",1,[15.1241657999999],[15.124178199999733],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.9184960999991745],[0.9185084999990067],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,0,4,4,27,160.4156895,,,,,,,,,,,01-1/022_Green_0.png,160.2359857,160.2361444,01-1/022_Green_0.png,TRUE,Green,0,95,0,"[2.2432282000008854, 3.3235149000029196, 6.744031599999289, 7.0825608000013744, 10.553842200002691, 12.404244400000607]",01-1/022_Green_0.png,5,,160.2450227,160.4156895,160.4156895,160.4156895,160.4156895,160.4156895,160.4156895,160.4156895,160.4156895,160.4156895,160.4156895,160.4156895,160.4156895,160.4156895,160.4156895,160.7160652,161.31568,178.9226461,Green,2,"['space', 'space', 'space', 'space', 'space']","[1.088325699995039, 2.2254868999953032, 5.969327999999223, 9.419165999999677, 11.214257299994642]","[0.1428825000039069, 0.07055419999960577, 0.12526950000028592, 0.10693019999598619, 0.11583710000559222]",0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[18.683618000002753],[18.6836312000014],Green,194.4006382,194.4168419,194.7508026,179.2765346,179.3138256,179.3138256,0.0033562,179.3138256,,181.047204,194.3998999,5,1.7151697,"[(5.0, 1.7151697000008426)]","[0.37333333333333335, 0.0625]","[-0.0016666666666666668, -0.295]","[1, 1]","[0, 0]","[0, 0]","[1.5039456999948015, 15.119917199997872]","[None, 'button2']",1,[15.1241657999999],[15.124178199999733],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,194.7794483,194.7673536,194.7794483,194.7794483,194.7794483,194.7794483,194.7794483,194.7794483,194.7794483,195.6715215,1,[0.9184960999991745],[0.9185084999990067],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,195.6720186,195.6824477,196.1978525,196.0169667,"['Orange', 'Seafoam', 'Purple', 'Orange', 'Yellow', 'Green']",,,,,,,,,,,,,,,,,,,,,,,,,,,179.3138256,,,,,,,,,,,1,2,2026-03-31_11h43.01.146,Train2Laptop,,2026.01.01,60.10460605,2026-03-31 11h43.03.387357 +0200
02/Jan,016_Lime-green.jpg,TRUE,Lime-green,56,100,5,02-1/016_Lime-green_0.png,5,5,0,"['space', 'space', 'space', 'space']","[5.534669499997108, 23.34909730000072, 23.87783639999543, 24.346431500001927]","[0.14318530000309693, 0.16098499999498017, 0.09753660000569653, 0.12474119999387767]",0,,,0,,,1,38.9569394,38.9569649,0,,,0,,,0,,,0,,,0,,,0,,,0,,,4,1.8148563,"[(4.0, 1.8148562999995193)]","[0.15666666666666668, 0.085]","[-0.028333333333333332, -0.26]","[1, 1]","[0, 0]","[0, 0]","[1.575735700003861, 2.939695200002461]","[None, 'button2']",1,[2.950388999997813],[2.9504037000006065],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.6674067999992985],[0.6674253000019235],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,0,5,5,9,196.1978525,,,,,,,,,,,02-1/016_Lime-green_0.png,196.0180835,196.0182788,02-1/016_Lime-green_0.png,TRUE,Lime-green,56,100,5,"[6.694686700000602, 7.491540900002292, 24.50592190000316, 24.998282000000472, 25.458790700002282]",02-1/016_Lime-green_0.png,6,,196.0268196,196.1978525,196.1978525,196.1978525,196.1978525,196.1978525,196.1978525,196.1978525,196.1978525,196.1978525,196.1978525,196.1978525,196.1978525,196.1978525,196.1978525,196.4964317,197.0971207,234.9801101,Lime-green,1,"['space', 'space', 'space', 'space']","[5.534669499997108, 23.34909730000072, 23.87783639999543, 24.346431500001927]","[0.14318530000309693, 0.16098499999498017, 0.09753660000569653, 0.12474119999387767]",0,,,0,,,1,38.9569394,38.9569649,0,,,0,,,0,,,0,,,0,,,0,,,0,,,Lime-green,238.2842695,238.2986342,238.6317224,235.340166,235.3778567,235.3778567,0.0096529,235.3778567,,237.2117716,238.2835535,4,1.8148563,"[(4.0, 1.8148562999995193)]","[0.15666666666666668, 0.085]","[-0.028333333333333332, -0.26]","[1, 1]","[0, 0]","[0, 0]","[1.575735700003861, 2.939695200002461]","[None, 'button2']",1,[2.950388999997813],[2.9504037000006065],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,238.6777693,238.6532832,238.6777693,238.6777693,238.6777693,238.6777693,238.6777693,238.6777693,238.6777693,239.3042368,1,[0.6674067999992985],[0.6674253000019235],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,239.3046886,239.3143186,239.8127296,239.6484636,"['Orange', 'Seafoam', 'Purple', 'Orange', 'Yellow', 'Green', 'Lime-green']",,,,,,,,,,,,,,,,,,,,,,,,,,,,235.3778567,,,,,,,,,,1,2,2026-03-31_11h43.01.146,Train2Laptop,,2026.01.01,60.10460605,2026-03-31 11h43.03.387357 +0200
02/Jan,028_Pink.jpg,TRUE,Pink,98,0,50,02-1/028_Pink_0.png,6,6,0,['space'],[4.803109699998458],[0.09780379999574507],0,,,1,17.8283994,17.8284123,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,5,1.349278,"[(5.0, 1.3492780000015046)]","[0.36, 0.0675]","[-0.013333333333333334, -0.2658333333333333]","[1, 1]","[0, 0]","[0, 0]","[1.1385269999955199, 2.4397796999983257]","[None, 'button2']",1,[2.4474163000049884],[2.4474606000003405],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.6304937000022619],[0.6305066999993869],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,0,6,6,13,239.8127296,,,,,,,,,,,02-1/028_Pink_0.png,239.649545,239.6497002,02-1/028_Pink_0.png,TRUE,Pink,98,0,61,"[5.859847899999295, 6.641142899999977]",02-1/028_Pink_0.png,7,,239.657395,239.8127296,239.8127296,239.8127296,239.8127296,239.8127296,239.8127296,239.8127296,239.8127296,239.8127296,239.8127296,239.8127296,239.8127296,239.8127296,239.8127296,240.0791772,240.6121355,257.4823315,Pink,2,['space'],[4.803109699998458],[0.09780379999574507],0,,,1,17.8283994,17.8284123,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,Pink,260.2852149,260.297615,260.6310002,257.8392563,257.8770162,257.8770162,0.0066752,257.8770162,,259.2438324,260.2842616,5,1.349278,"[(5.0, 1.3492780000015046)]","[0.36, 0.0675]","[-0.013333333333333334, -0.2658333333333333]","[1, 1]","[0, 0]","[0, 0]","[1.1385269999955199, 2.4397796999983257]","[None, 'button2']",1,[2.4474163000049884],[2.4474606000003405],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,260.6615046,260.6491734,260.6615046,260.6615046,260.6615046,260.6615046,260.6615046,260.6615046,260.6615046,261.2682201,1,[0.6304937000022619],[0.6305066999993869],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,261.2687186,261.2808106,261.7953031,261.6144559,"['Orange', 'Seafoam', 'Purple', 'Orange', 'Yellow', 'Green', 'Lime-green', 'Pink']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.8770162,,,,,,,,,1,2,2026-03-31_11h43.01.146,Train2Laptop,,2026.01.01,60.10460605,2026-03-31 11h43.03.387357 +0200
