folder,image,logical,corrColor,corrR,corrG,corrB,image_path,thisN,thisTrialN,thisRepN,spacebar.keys,spacebar.rt,spacebar.duration,brown.numClicks,brown.timesOn,brown.timesOff,teal.numClicks,teal.timesOn,teal.timesOff,bordeaux.numClicks,bordeaux.timesOn,bordeaux.timesOff,grey.numClicks,grey.timesOn,grey.timesOff,seafoam.numClicks,seafoam.timesOn,seafoam.timesOff,pink.numClicks,pink.timesOn,pink.timesOff,lime_green.numClicks,lime_green.timesOn,lime_green.timesOff,orange.numClicks,orange.timesOn,orange.timesOff,blue.numClicks,blue.timesOn,blue.timesOff,yellow.numClicks,yellow.timesOn,yellow.timesOff,purple.numClicks,purple.timesOn,purple.timesOff,cyan.numClicks,cyan.timesOn,cyan.timesOff,red.numClicks,red.timesOn,red.timesOff,green.numClicks,green.timesOn,green.timesOff,slider.response,slider.rt,slider.history,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,button2.numClicks,button2.timesOn,button2.timesOff,brown_3.numClicks,brown_3.timesOn,brown_3.timesOff,teal_3.numClicks,teal_3.timesOn,teal_3.timesOff,bordeaux_3.numClicks,bordeaux_3.timesOn,bordeaux_3.timesOff,grey_3.numClicks,grey_3.timesOn,grey_3.timesOff,seafoam_3.numClicks,seafoam_3.timesOn,seafoam_3.timesOff,pink_3.numClicks,pink_3.timesOn,pink_3.timesOff,lime_green_3.numClicks,lime_green_3.timesOn,lime_green_3.timesOff,orange_3.numClicks,orange_3.timesOn,orange_3.timesOff,blue_3.numClicks,blue_3.timesOn,blue_3.timesOff,yellow_3.numClicks,yellow_3.timesOn,yellow_3.timesOff,purple_3.numClicks,purple_3.timesOn,purple_3.timesOff,cyan_3.numClicks,cyan_3.timesOn,cyan_3.timesOff,red_3.numClicks,red_3.timesOn,red_3.timesOff,green_3.numClicks,green_3.timesOn,green_3.timesOff,Button3.numClicks,Button3.timesOn,Button3.timesOff,brown_2.numClicks,brown_2.timesOn,brown_2.timesOff,teal_2.numClicks,teal_2.timesOn,teal_2.timesOff,bordeaux_2.numClicks,bordeaux_2.timesOn,bordeaux_2.timesOff,grey_2.numClicks,grey_2.timesOn,grey_2.timesOff,seafoam_2.numClicks,seafoam_2.timesOn,seafoam_2.timesOff,pink_2.numClicks,pink_2.timesOn,pink_2.timesOff,lime_green_2.numClicks,lime_green_2.timesOn,lime_green_2.timesOff,orange_2.numClicks,orange_2.timesOn,orange_2.timesOff,blue_2.numClicks,blue_2.timesOn,blue_2.timesOff,yellow_2.numClicks,yellow_2.timesOn,yellow_2.timesOff,purple_2.numClicks,purple_2.timesOn,purple_2.timesOff,cyan_2.numClicks,cyan_2.timesOn,cyan_2.timesOff,red_2.numClicks,red_2.timesOn,red_2.timesOff,green_2.numClicks,green_2.timesOn,green_2.timesOff,key_resp.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,Welcome.started,Welcome_info.started,PressEnter.started,PressEnterToContinue.started,Welcome.stopped,PressEnter.keys,PressEnter.rt,PressEnter.duration,img_Var.routineStartVal,initiate.started,initiate.stopped,img_Var.routineEndVal,logical_Var.routineEndVal,corrColor_Var.routineEndVal,corrR_Var.routineEndVal,corrG_Var.routineEndVal,corrB_Var.routineEndVal,filterCount.routineEndVal,img_Var1.routineEndVal,trial_counter.routineEndVal,answer.routineStartVal,trial_1.started,img.started,brown.started,teal.started,bordeaux.started,grey.started,seafoam.started,pink.started,lime_green.started,orange.started,blue.started,yellow.started,purple.started,cyan.started,red.started,green.started,RBGInfo.started,G.started,B.started,counter_Text.started,total_count.started,R.started,spacebar.started,trial_1.stopped,corrColorVar.routineEndVal,filterChange.routineEndVal,trials.spacebar.keys,trials.spacebar.rt,trials.spacebar.duration,trials.brown.numClicks,trials.brown.timesOn,trials.brown.timesOff,trials.teal.numClicks,trials.teal.timesOn,trials.teal.timesOff,trials.bordeaux.numClicks,trials.bordeaux.timesOn,trials.bordeaux.timesOff,trials.grey.numClicks,trials.grey.timesOn,trials.grey.timesOff,trials.seafoam.numClicks,trials.seafoam.timesOn,trials.seafoam.timesOff,trials.pink.numClicks,trials.pink.timesOn,trials.pink.timesOff,trials.lime_green.numClicks,trials.lime_green.timesOn,trials.lime_green.timesOff,trials.orange.numClicks,trials.orange.timesOn,trials.orange.timesOff,trials.blue.numClicks,trials.blue.timesOn,trials.blue.timesOff,trials.yellow.numClicks,trials.yellow.timesOn,trials.yellow.timesOff,trials.purple.numClicks,trials.purple.timesOn,trials.purple.timesOff,trials.cyan.numClicks,trials.cyan.timesOn,trials.cyan.timesOff,trials.red.numClicks,trials.red.timesOn,trials.red.timesOff,trials.green.numClicks,trials.green.timesOn,trials.green.timesOff,answer.routineEndVal,Pause350.started,text_8.started,Pause350.stopped,confidence.started,slider.started,text_9.started,mouse_2.started,text_answer.started,cyan_3.started,button2.started,confidence.stopped,trials.slider.response,trials.slider.rt,trials.slider.history,trials.mouse_2.x,trials.mouse_2.y,trials.mouse_2.leftButton,trials.mouse_2.midButton,trials.mouse_2.rightButton,trials.mouse_2.time,trials.mouse_2.clicked_name,trials.button2.numClicks,trials.button2.timesOn,trials.button2.timesOff,trials.brown_3.numClicks,trials.brown_3.timesOn,trials.brown_3.timesOff,trials.teal_3.numClicks,trials.teal_3.timesOn,trials.teal_3.timesOff,trials.bordeaux_3.numClicks,trials.bordeaux_3.timesOn,trials.bordeaux_3.timesOff,trials.grey_3.numClicks,trials.grey_3.timesOn,trials.grey_3.timesOff,trials.seafoam_3.numClicks,trials.seafoam_3.timesOn,trials.seafoam_3.timesOff,trials.pink_3.numClicks,trials.pink_3.timesOn,trials.pink_3.timesOff,trials.lime_green_3.numClicks,trials.lime_green_3.timesOn,trials.lime_green_3.timesOff,trials.orange_3.numClicks,trials.orange_3.timesOn,trials.orange_3.timesOff,trials.blue_3.numClicks,trials.blue_3.timesOn,trials.blue_3.timesOff,trials.yellow_3.numClicks,trials.yellow_3.timesOn,trials.yellow_3.timesOff,trials.purple_3.numClicks,trials.purple_3.timesOn,trials.purple_3.timesOff,trials.cyan_3.numClicks,trials.cyan_3.timesOn,trials.cyan_3.timesOff,trials.red_3.numClicks,trials.red_3.timesOn,trials.red_3.timesOff,trials.green_3.numClicks,trials.green_3.timesOn,trials.green_3.timesOff,confirm.started,Button3.started,correctAnswer.started,RBGInfo_2.started,R_2.started,G_2.started,B_2.started,key_resp.started,confirm.stopped,trials.Button3.numClicks,trials.Button3.timesOn,trials.Button3.timesOff,trials.brown_2.numClicks,trials.brown_2.timesOn,trials.brown_2.timesOff,trials.teal_2.numClicks,trials.teal_2.timesOn,trials.teal_2.timesOff,trials.bordeaux_2.numClicks,trials.bordeaux_2.timesOn,trials.bordeaux_2.timesOff,trials.grey_2.numClicks,trials.grey_2.timesOn,trials.grey_2.timesOff,trials.seafoam_2.numClicks,trials.seafoam_2.timesOn,trials.seafoam_2.timesOff,trials.pink_2.numClicks,trials.pink_2.timesOn,trials.pink_2.timesOff,trials.lime_green_2.numClicks,trials.lime_green_2.timesOn,trials.lime_green_2.timesOff,trials.orange_2.numClicks,trials.orange_2.timesOn,trials.orange_2.timesOff,trials.blue_2.numClicks,trials.blue_2.timesOn,trials.blue_2.timesOff,trials.yellow_2.numClicks,trials.yellow_2.timesOn,trials.yellow_2.timesOff,trials.purple_2.numClicks,trials.purple_2.timesOn,trials.purple_2.timesOff,trials.cyan_2.numClicks,trials.cyan_2.timesOn,trials.cyan_2.timesOff,trials.red_2.numClicks,trials.red_2.timesOn,trials.red_2.timesOff,trials.green_2.numClicks,trials.green_2.timesOn,trials.green_2.timesOff,trials.key_resp.keys,PauseEnd.started,text_11.started,PauseEnd.stopped,colorList.routineEndVal,text_8.stopped,bordeaux_3.started,text_11.stopped,grey_3.started,teal_3.started,green_3.started,pink_3.started,orange_3.started,brown_3.started,blue_3.started,yellow_3.started,purple_3.started,seafoam_3.started,wrongAnswer.started,corrColor_2.started,brown_2.started,teal_2.started,bordeaux_2.started,grey_2.started,seafoam_2.started,pink_2.started,lime_green_2.started,orange_2.started,blue_2.started,yellow_2.started,purple_2.started,cyan_2.started,red_2.started,green_2.started,seafoam_2.stopped,pink_2.stopped,lime_green_2.stopped,orange_2.stopped,blue_2.stopped,yellow_2.stopped,purple_2.stopped,cyan_2.stopped,red_2.stopped,green_2.stopped,wrongAnswer.stopped,corrColor_2.stopped,brown_2.stopped,teal_2.stopped,bordeaux_2.stopped,grey_2.stopped,red_3.started,lime_green_3.started,congrats.started,GoodJob.started,congrats.stopped,trial_counter.endExpVal,colorList.expEndVal,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0052356000524014235,0.02520520007237792,0.8077976999338716,1.0078702999744564,33.754787399899215,return,32.92759810015559,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,002,2026-04-14_12h30.02.409,Train3Laptop,,2026.1.1,60.07839032106961,2026-04-14 12h30.04.339305 +0200,
01-t,022_Cyan.jpg,True,Cyan,0,96,90,01-t/022_Cyan_0.png,0,0,0,"['space', 'space', 'space', 'space', 'space', 'space', 'space']","[2.621716800145805, 3.406063500093296, 4.067207500105724, 4.57121210009791, 6.58901370014064, 6.914489800110459, 7.286230500089005]","[0.14318699995055795, 0.13403469999320805, 0.08879230008460581, 0.13410530006513, 0.11572190001606941, 0.11603830009698868, 0.10699020000174642]",0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[12.146880799904466],[12.146897999802604],0,,,0,,,5.0,2.3828902998939157,"[(5.0, 2.3828902998939157)]","[0.3516666666666667, -0.006666666666666667]","[-0.0125, -0.2891666666666667]","[1, 1]","[0, 0]","[0, 0]","[2.1308751001488417, 3.2677486001048237]","[None, 'button2']",1,[3.291701499838382],[3.2917127998080105],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.6114926000591367],[0.611510300077498],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,0,0,0,37,34.07104930002242,,,,,,,,,,,01-t/022_Cyan_0.png,33.78497579996474,33.78568880003877,01-t/022_Cyan_0.png,True,Cyan,0,96,90,"[3.7042299997992814, 4.030783699825406, 4.5110666998662055, 5.1321615998167545, 5.737599199870601, 6.19654419994913, 7.682845499832183, 8.016183299943805, 8.343494299799204]",01-t/022_Cyan_0.png,1,,33.89197980007157,34.07104930002242,34.07104930002242,34.07104930002242,34.07104930002242,34.07104930002242,34.07104930002242,34.07104930002242,34.07104930002242,34.07104930002242,34.07104930002242,34.07104930002242,34.07104930002242,34.07104930002242,34.07104930002242,34.07104930002242,34.07104930002242,34.07104930002242,34.07104930002242,34.07104930002242,34.07104930002242,34.23739519994706,34.83792599989101,45.93608699995093,Cyan,1,"['space', 'space', 'space', 'space', 'space', 'space', 'space']","[2.621716800145805, 3.406063500093296, 4.067207500105724, 4.57121210009791, 6.58901370014064, 6.914489800110459, 7.286230500089005]","[0.14318699995055795, 0.13403469999320805, 0.08879230008460581, 0.13410530006513, 0.11572190001606941, 0.11603830009698868, 0.10699020000174642]",0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[12.146880799904466],[12.146897999802604],0,,,0,,,Cyan,49.58275950001553,49.60460500000045,49.942021099850535,46.30948859988712,46.354508799966425,46.354508799966425,0.022791599854826927,46.354508799966425,46.354508799966425,48.73866859986447,49.58177839987911,5.0,2.3828902998939157,"[(5.0, 2.3828902998939157)]","[0.3516666666666667, -0.006666666666666667]","[-0.0125, -0.2891666666666667]","[1, 1]","[0, 0]","[0, 0]","[2.1308751001488417, 3.2677486001048237]","[None, 'button2']",1,[3.291701499838382],[3.2917127998080105],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,49.97189729986712,50.00465889996849,50.00465889996849,50.00465889996849,50.00465889996849,50.00465889996849,50.00465889996849,50.00465889996849,50.54828429990448,1,[0.6114926000591367],[0.611510300077498],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,50.5490681999363,50.57075269985944,50.90814349986613,['Cyan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,002,2026-04-14_12h30.02.409,Train3Laptop,,2026.1.1,60.07839032106961,2026-04-14 12h30.04.339305 +0200,
03-1,031_Bordeaux.jpg,True,Bordeaux,47,5,21,03-1/031_Bordeaux_0.png,1,1,0,"['space', 'space', 'space']","[0.5514781998936087, 2.434591499855742, 2.901702299946919]","[0.12505199993029237, 0.0975010001566261, 0.11576239997521043]",0,,,0,,,1,14.54734759987332,14.547363999998197,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,5.0,1.1653640000149608,"[(5.0, 1.1653640000149608)]","[0.37916666666666665, 0.0325]","[-0.008333333333333333, -0.25916666666666666]","[1, 1]","[0, 0]","[0, 0]","[0.952911299886182, 2.0519709999207407]","[None, 'button2']",1,[2.058940199902281],[2.058950699865818],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.547517899889499],[0.5475325998850167],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,0,1,1,33,51.090513800038025,,,,,,,,,,,03-1/031_Bordeaux_0.png,50.90971349994652,50.909905900014564,03-1/031_Bordeaux_0.png,True,Bordeaux,47,5,21,"[1.650904200039804, 2.4944875999353826, 3.568668599938974, 4.074040199862793]",03-1/031_Bordeaux_0.png,2,,50.926170099992305,51.090513800038025,51.090513800038025,51.090513800038025,51.090513800038025,51.090513800038025,51.090513800038025,51.090513800038025,51.090513800038025,51.090513800038025,51.090513800038025,51.090513800038025,51.090513800038025,51.090513800038025,51.090513800038025,51.090513800038025,51.090513800038025,51.090513800038025,51.090513800038025,51.090513800038025,51.090513800038025,51.389001699863,51.9900617999956,65.46118759992532,Bordeaux,0,"['space', 'space', 'space']","[0.5514781998936087, 2.434591499855742, 2.901702299946919]","[0.12505199993029237, 0.0975010001566261, 0.11576239997521043]",0,,,0,,,1,14.54734759987332,14.547363999998197,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,Bordeaux,67.87379750004038,67.88999739987776,68.22368300007656,65.81738559994847,65.86997859994881,65.86997859994881,0.005847099935635924,65.86997859994881,,67.03674170002341,67.87310319999233,5.0,1.1653640000149608,"[(5.0, 1.1653640000149608)]","[0.37916666666666665, 0.0325]","[-0.008333333333333333, -0.25916666666666666]","[1, 1]","[0, 0]","[0, 0]","[0.952911299886182, 2.0519709999207407]","[None, 'button2']",1,[2.058940199902281],[2.058950699865818],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,68.25452139996924,68.26960889995098,68.26960889995098,68.26960889995098,68.26960889995098,68.26960889995098,68.26960889995098,68.26960889995098,68.77398249995895,1,[0.547517899889499],[0.5475325998850167],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,68.77472199988551,68.7901653998997,69.12343579996377,"['Cyan', 'Bordeaux']",68.26960889995098,65.86997859994881,69.28794459998608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,002,2026-04-14_12h30.02.409,Train3Laptop,,2026.1.1,60.07839032106961,2026-04-14 12h30.04.339305 +0200,
03-1,024_Grey.jpg,True,Grey,42,49,52,03-1/024_Grey_0.png,2,2,0,"['space', 'space', 'space']","[2.9480458002071828, 4.370030400110409, 6.356661700177938]","[0.12488039978779852, 0.09760159999132156, 0.12507619988173246]",0,,,0,,,0,,,1,11.19456349988468,11.1945758999791,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,5.0,1.2152464999817312,"[(5.0, 1.2152464999817312)]","[0.37833333333333335, 0.06416666666666666]","[-0.016666666666666666, -0.27416666666666667]","[1, 1]","[0, 0]","[0, 0]","[0.972374300006777, 2.2024507001042366]","[None, 'button2']",1,[2.2119060000404716],[2.211915999883786],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.7021850997116417],[0.7021995999384671],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,0,2,2,30,69.28794459998608,,,,,,,,,,,03-1/024_Grey_0.png,69.12492819991894,69.12506740004756,03-1/024_Grey_0.png,True,Grey,42,49,52,"[3.9836555998772383, 5.437664499972016, 7.1068728000391275, 7.420282099861652]",03-1/024_Grey_0.png,3,,69.14032609993592,69.28794459998608,69.28794459998608,69.28794459998608,69.28794459998608,69.28794459998608,69.28794459998608,69.28794459998608,69.28794459998608,69.28794459998608,69.28794459998608,69.28794459998608,69.28794459998608,69.28794459998608,69.28794459998608,69.28794459998608,69.28794459998608,69.28794459998608,69.28794459998608,69.28794459998608,69.28794459998608,69.58685149997473,70.15394170000218,80.3236145998817,Grey,0,"['space', 'space', 'space']","[2.9480458002071828, 4.370030400110409, 6.356661700177938]","[0.12488039978779852, 0.09760159999132156, 0.12507619988173246]",0,,,0,,,0,,,1,11.19456349988468,11.1945758999791,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,Grey,82.88929189997725,82.90454009990208,83.23871669988148,80.68267920007929,80.71845779987052,80.71845779987052,0.008695599855855107,80.71845779987052,,81.95184729993343,82.88852140004747,5.0,1.2152464999817312,"[(5.0, 1.2152464999817312)]","[0.37833333333333335, 0.06416666666666666]","[-0.016666666666666666, -0.27416666666666667]","[1, 1]","[0, 0]","[0, 0]","[0.972374300006777, 2.2024507001042366]","[None, 'button2']",1,[2.2119060000404716],[2.211915999883786],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,83.26727569987997,83.28521950007416,83.28521950007416,83.28521950007416,83.28521950007416,83.28521950007416,83.28521950007416,83.28521950007416,83.94542649993673,1,[0.7021850997116417],[0.7021995999384671],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,83.94616349996068,83.95430639991537,84.28791740001179,"['Cyan', 'Bordeaux', 'Grey']",83.28521950007416,,84.43625169992447,80.71845779987052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,002,2026-04-14_12h30.02.409,Train3Laptop,,2026.1.1,60.07839032106961,2026-04-14 12h30.04.339305 +0200,
03-1,019_Teal.jpg,True,Teal,0,44,49,03-1/019_Teal_0.png,3,3,0,"['space', 'space', 'space', 'space']","[1.7369556999765337, 3.649880199925974, 4.011795500060543, 4.41109409998171]","[0.12462790007703006, 0.13404319994151592, 0.11588889989070594, 0.08869639993645251]",0,,,1,10.618690799921751,10.61870629992336,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,5.0,1.2477239000145346,"[(5.0, 1.2477239000145346)]","[0.36083333333333334, 0.0025]","[0.006666666666666667, -0.31583333333333335]","[1, 1]","[0, 0]","[0, 0]","[1.0042296999599785, 2.2712318000849336]","[None, 'button2']",1,[2.274082599906251],[2.2740931001026183],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.8643843999598175],[0.8643996000755578],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,0,3,3,27,84.43625169992447,,,,,,,,,,,03-1/019_Teal_0.png,84.28943630005233,84.28957789996639,03-1/019_Teal_0.png,True,Teal,0,44,49,"[2.745802399935201, 3.649320799857378, 4.6956675997935236, 5.011656999820843, 5.415369699941948]",03-1/019_Teal_0.png,4,,84.30383959994651,84.43625169992447,84.43625169992447,84.43625169992447,84.43625169992447,84.43625169992447,84.43625169992447,84.43625169992447,84.43625169992447,84.43625169992447,84.43625169992447,84.43625169992447,84.43625169992447,84.43625169992447,84.43625169992447,84.43625169992447,84.43625169992447,84.43625169992447,84.43625169992447,84.43625169992447,84.43625169992447,84.70193069986999,85.23626059992239,94.91274589998648,Teal,1,"['space', 'space', 'space', 'space']","[1.7369556999765337, 3.649880199925974, 4.011795500060543, 4.41109409998171]","[0.12462790007703006, 0.13404319994151592, 0.11588889989070594, 0.08869639993645251]",0,,,1,10.618690799921751,10.61870629992336,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,Teal,97.54081430006772,97.55425380007364,97.88802519999444,95.26506490004249,95.30123890005052,95.30123890005052,0.0019402001053094864,95.30123890005052,,96.56789399986155,97.5400401998777,5.0,1.2477239000145346,"[(5.0, 1.2477239000145346)]","[0.36083333333333334, 0.0025]","[0.006666666666666667, -0.31583333333333335]","[1, 1]","[0, 0]","[0, 0]","[1.0042296999599785, 2.2712318000849336]","[None, 'button2']",1,[2.274082599906251],[2.2740931001026183],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,97.91454839985818,97.93467310001142,97.93467310001142,97.93467310001142,97.93467310001142,97.93467310001142,97.93467310001142,97.93467310001142,98.75843929988332,1,[0.8643843999598175],[0.8643996000755578],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,98.75952879991382,98.77029570005834,99.10443919990212,"['Cyan', 'Bordeaux', 'Grey', 'Teal']",97.93467310001142,,99.269203200005,,95.30123890005052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,002,2026-04-14_12h30.02.409,Train3Laptop,,2026.1.1,60.07839032106961,2026-04-14 12h30.04.339305 +0200,
03-1,006_Bordeaux.jpg,True,Bordeaux,51,0,12,03-1/006_Bordeaux_0.png,4,4,0,"['space', 'space']","[6.008247699821368, 6.619440299924463]","[0.13421540008857846, 0.13392439996823668]",0,,,0,,,1,16.859223100123927,16.859239500015974,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,5.0,2.9156398999039084,"[(5.0, 2.9156398999039084)]","[0.37833333333333335, 0.04583333333333333]","[-0.010833333333333334, -0.2891666666666667]","[1, 1]","[0, 0]","[0, 0]","[2.673337300075218, 4.804667500080541]","[None, 'button2']",1,[4.814410400111228],[4.814418300054967],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.7830238998867571],[0.7830380999948829],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,0,4,4,13,99.269203200005,,,,,,,,,,,03-1/006_Bordeaux_0.png,99.1059020999819,99.10605810000561,03-1/006_Bordeaux_0.png,True,Bordeaux,51,0,12,"[5.327153400052339, 6.086380100110546, 7.132411100203171, 7.73320830008015]",03-1/006_Bordeaux_0.png,5,,99.12193519994617,99.269203200005,99.269203200005,99.269203200005,99.269203200005,99.269203200005,99.269203200005,99.269203200005,99.269203200005,99.269203200005,99.269203200005,99.269203200005,99.269203200005,99.269203200005,99.269203200005,99.269203200005,99.269203200005,99.269203200005,99.269203200005,99.269203200005,99.269203200005,99.56823679991066,100.1853910998907,115.96970589994453,Bordeaux,0,"['space', 'space']","[6.008247699821368, 6.619440299924463]","[0.13421540008857846, 0.13392439996823668]",0,,,0,,,1,16.859223100123927,16.859239500015974,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,Bordeaux,121.13779439986683,121.15328349987976,121.48673209990375,116.32908109994605,116.36677049985155,116.36677049985155,0.00896349991671741,116.36677049985155,,119.3006070998963,121.13715429999866,5.0,2.9156398999039084,"[(5.0, 2.9156398999039084)]","[0.37833333333333335, 0.04583333333333333]","[-0.010833333333333334, -0.2891666666666667]","[1, 1]","[0, 0]","[0, 0]","[2.673337300075218, 4.804667500080541]","[None, 'button2']",1,[4.814410400111228],[4.814418300054967],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,121.51800230005756,121.5338457999751,121.5338457999751,121.5338457999751,121.5338457999751,121.5338457999751,121.5338457999751,121.5338457999751,122.2744547999464,1,[0.7830238998867571],[0.7830380999948829],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,None,122.27506330003962,122.28646119986661,122.62023520004004,"['Cyan', 'Bordeaux', 'Grey', 'Teal', 'Bordeaux']",121.5338457999751,116.36677049985155,122.78468400007114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,002,2026-04-14_12h30.02.409,Train3Laptop,,2026.1.1,60.07839032106961,2026-04-14 12h30.04.339305 +0200,
