folder,image,logical,corrColor,corrR,corrG,corrB,image_path,thisN,thisTrialN,thisRepN,spacebar.keys,spacebar.rt,spacebar.duration,blue.numClicks,blue.timesOn,blue.timesOff,yellow.numClicks,yellow.timesOn,yellow.timesOff,purple.numClicks,purple.timesOn,purple.timesOff,cyan.numClicks,cyan.timesOn,cyan.timesOff,red.numClicks,red.timesOn,red.timesOff,green.numClicks,green.timesOn,green.timesOff,slider.response,slider.rt,slider.history,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,button2.numClicks,button2.timesOn,button2.timesOff,blue_3.numClicks,blue_3.timesOn,blue_3.timesOff,yellow_3.numClicks,yellow_3.timesOn,yellow_3.timesOff,purple_3.numClicks,purple_3.timesOn,purple_3.timesOff,cyan_3.numClicks,cyan_3.timesOn,cyan_3.timesOff,red_3.numClicks,red_3.timesOn,red_3.timesOff,green_3.numClicks,green_3.timesOn,green_3.timesOff,Button3.numClicks,Button3.timesOn,Button3.timesOff,blue_2.numClicks,blue_2.timesOn,blue_2.timesOff,yellow_2.numClicks,yellow_2.timesOn,yellow_2.timesOff,purple_2.numClicks,purple_2.timesOn,purple_2.timesOff,cyan_2.numClicks,cyan_2.timesOn,cyan_2.timesOff,red_2.numClicks,red_2.timesOn,red_2.timesOff,green_2.numClicks,green_2.timesOn,green_2.timesOff,key_resp.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,Welcome.started,Welcome_info.started,PressEnter.started,PressEnterToContinue.started,Welcome.stopped,PressEnter.keys,PressEnter.rt,PressEnter.duration,img_Var.routineStartVal,initiate.started,initiate.stopped,img_Var.routineEndVal,logical_Var.routineEndVal,corrColor_Var.routineEndVal,corrR_Var.routineEndVal,corrG_Var.routineEndVal,corrB_Var.routineEndVal,filterCount.routineEndVal,img_Var1.routineEndVal,trial_counter.routineEndVal,answer.routineStartVal,trial_1.started,img.started,blue.started,yellow.started,purple.started,cyan.started,red.started,green.started,RBGInfo.started,R.started,G.started,B.started,spacebar.started,trial_1.stopped,corrColorVar.routineEndVal,filterChange.routineEndVal,trials.spacebar.keys,trials.spacebar.rt,trials.spacebar.duration,trials.blue.numClicks,trials.blue.timesOn,trials.blue.timesOff,trials.yellow.numClicks,trials.yellow.timesOn,trials.yellow.timesOff,trials.purple.numClicks,trials.purple.timesOn,trials.purple.timesOff,trials.cyan.numClicks,trials.cyan.timesOn,trials.cyan.timesOff,trials.red.numClicks,trials.red.timesOn,trials.red.timesOff,trials.green.numClicks,trials.green.timesOn,trials.green.timesOff,answer.routineEndVal,Pause350.started,text_8.started,Pause350.stopped,confidence.started,slider.started,text_9.started,mouse_2.started,text_answer.started,green_3.started,button2.started,confidence.stopped,trials.slider.response,trials.slider.rt,trials.slider.history,trials.mouse_2.x,trials.mouse_2.y,trials.mouse_2.leftButton,trials.mouse_2.midButton,trials.mouse_2.rightButton,trials.mouse_2.time,trials.mouse_2.clicked_name,trials.button2.numClicks,trials.button2.timesOn,trials.button2.timesOff,trials.blue_3.numClicks,trials.blue_3.timesOn,trials.blue_3.timesOff,trials.yellow_3.numClicks,trials.yellow_3.timesOn,trials.yellow_3.timesOff,trials.purple_3.numClicks,trials.purple_3.timesOn,trials.purple_3.timesOff,trials.cyan_3.numClicks,trials.cyan_3.timesOn,trials.cyan_3.timesOff,trials.red_3.numClicks,trials.red_3.timesOn,trials.red_3.timesOff,trials.green_3.numClicks,trials.green_3.timesOn,trials.green_3.timesOff,confirm.started,Button3.started,correctAnswer.started,RBGInfo_2.started,R_2.started,G_2.started,B_2.started,key_resp.started,confirm.stopped,trials.Button3.numClicks,trials.Button3.timesOn,trials.Button3.timesOff,trials.blue_2.numClicks,trials.blue_2.timesOn,trials.blue_2.timesOff,trials.yellow_2.numClicks,trials.yellow_2.timesOn,trials.yellow_2.timesOff,trials.purple_2.numClicks,trials.purple_2.timesOn,trials.purple_2.timesOff,trials.cyan_2.numClicks,trials.cyan_2.timesOn,trials.cyan_2.timesOff,trials.red_2.numClicks,trials.red_2.timesOn,trials.red_2.timesOff,trials.green_2.numClicks,trials.green_2.timesOn,trials.green_2.timesOff,trials.key_resp.keys,PauseEnd.started,text_11.started,PauseEnd.stopped,colorList.routineEndVal,text_8.stopped,blue_3.started,text_11.stopped,yellow_3.started,red_3.started,BaselineOverrideInfo.started,cyan_3.started,wrongAnswer.started,corrColor_2.started,blue_2.started,yellow_2.started,purple_2.started,cyan_2.started,red_2.started,green_2.started,purple_2.stopped,cyan_2.stopped,red_2.stopped,green_2.stopped,wrongAnswer.stopped,corrColor_2.stopped,blue_2.stopped,yellow_2.stopped,purple_3.started,congrats.started,GoodJob.started,congrats.stopped,trial_counter.endExpVal,colorList.expEndVal,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.02208489994518459,0.0436790999956429,0.8097640001215041,1.01023679994978,4.593184200115502,return,3.778223800007254,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2026-03-15_18h44.22.803,Train1,,2026.1.1,59.968756277437926,2026-03-15 18h44.24.288722 +0100,
01-1,016_Green.jpg,True,Green,9,100,4,01-1/016_Green_0.png,0,0,0,"['space', 'space']","[82.6377234000247, 100.8910717999097]","[0.11647759983316064, 0.12513720011338592]",0,,,0,,,0,,,0,,,0,,,1,[126.43966799997725],[126.43968499987386],5.0,2.5498017000500113,"[(5.0, 2.5498017000500113)]","[0.37666666666666665, 0.07333333333333333]","[0.0, -0.2683333333333333]","[1, 1]","[0, 0]","[0, 0]","[2.4259316998068243, 5.45838399999775]","[None, 'button2']",1,[5.483376099728048],[5.483394699869677],0,,,0,,,0,,,0,,,0,,,0,,,1,[1.754376000026241],[1.7544007999822497],0,,,0,,,0,,,0,,,0,,,0,,,None,0,0,0,22,4.973368700128049,,,,,,,,,,,01-1/016_Green_0.png,4.739506399957463,4.743991499999538,01-1/016_Green_0.png,True,Green,9,100,4,"[0.19303779979236424, 66.28761799982749, 83.68169029988348, 84.82608479983173, 101.9387063998729]",01-1/016_Green_0.png,1,,4.823297800030559,4.973368700128049,4.973368700128049,4.973368700128049,4.973368700128049,4.973368700128049,4.973368700128049,4.973368700128049,4.973368700128049,4.973368700128049,4.973368700128049,4.973368700128049,5.772912699962035,131.18397219991311,Green,1,"['space', 'space']","[82.6377234000247, 100.8910717999097]","[0.11647759983316064, 0.12513720011338592]",0,,,0,,,0,,,0,,,0,,,1,[126.43966799997725],[126.43968499987386],Green,137.02083360007964,137.0384478000924,137.38823399995454,131.55773489992134,131.60034110001288,131.60034110001288,0.023381699807941914,131.60034110001288,131.60034110001288,134.14933899999596,137.02013349998742,5.0,2.5498017000500113,"[(5.0, 2.5498017000500113)]","[0.37666666666666665, 0.07333333333333333]","[0.0, -0.2683333333333333]","[1, 1]","[0, 0]","[0, 0]","[2.4259316998068243, 5.45838399999775]","[None, 'button2']",1,[5.483376099728048],[5.483394699869677],0,,,0,,,0,,,0,,,0,,,0,,,137.44435400003567,137.48358500003815,137.48358500003815,137.48358500003815,137.48358500003815,137.48358500003815,137.48358500003815,137.48358500003815,139.127878600033,1,[1.754376000026241],[1.7544007999822497],0,,,0,,,0,,,0,,,0,,,0,,,None,139.12830809992738,139.14932089997455,139.48777720006183,['Green'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2026-03-15_18h44.22.803,Train1,,2026.1.1,59.968756277437926,2026-03-15 18h44.24.288722 +0100,
01-1,006_Blue.jpg,True,Blue,2,6,100,01-1/006_Blue_0.png,1,1,0,"['space', 'space', 'space']","[4.340172500116751, 10.549214400118217, 11.595801900140941]","[0.10662480001337826, 0.133731700014323, 0.10655849985778332]",1,[17.198045699857175],[17.19806189998053],0,,,0,,,0,,,0,,,0,,,5.0,2.1023988998495042,"[(5.0, 2.1023988998495042)]","[0.38083333333333336, 0.020833333333333332]","[-0.004166666666666667, -0.2791666666666667]","[1, 1]","[0, 0]","[0, 0]","[1.9925335000734776, 3.6947572000790387]","[None, 'button2']",1,[3.694727099966258],[3.694740599952638],0,,,0,,,0,,,0,,,0,,,0,,,1,[1.7346920997370034],[1.7347087997477502],0,,,0,,,0,,,0,,,0,,,0,,,None,0,1,1,0,139.68337960005738,,,,,,,,,,,01-1/006_Blue_0.png,139.4888959999662,139.49143370008096,01-1/006_Blue_0.png,True,Blue,2,6,100,"[5.386536199832335, 7.952979999827221, 11.632016299990937, 12.622683299938217, 13.865431200014427]",01-1/006_Blue_0.png,2,,139.51509090000764,139.68337960005738,139.68337960005738,139.68337960005738,139.68337960005738,139.68337960005738,139.68337960005738,139.68337960005738,139.68337960005738,139.68337960005738,139.68337960005738,139.68337960005738,140.46620379993692,156.69089440000243,Blue,1,"['space', 'space', 'space']","[4.340172500116751, 10.549214400118217, 11.595801900140941]","[0.10662480001337826, 0.133731700014323, 0.10655849985778332]",1,[17.198045699857175],[17.19806189998053],0,,,0,,,0,,,0,,,0,,,Blue,160.7384379999712,160.7527063000016,161.08735539996997,157.04040649998933,157.08121390012093,157.08121390012093,-0.0008352999575436115,157.08121390012093,,159.19961210014299,160.7379165000748,5.0,2.1023988998495042,"[(5.0, 2.1023988998495042)]","[0.38083333333333336, 0.020833333333333332]","[-0.004166666666666667, -0.2791666666666667]","[1, 1]","[0, 0]","[0, 0]","[1.9925335000734776, 3.6947572000790387]","[None, 'button2']",1,[3.694727099966258],[3.694740599952638],0,,,0,,,0,,,0,,,0,,,0,,,161.11664419993758,161.13222640007734,161.13222640007734,161.13222640007734,161.13222640007734,161.13222640007734,161.13222640007734,161.13222640007734,162.82518239994533,1,[1.7346920997370034],[1.7347087997477502],0,,,0,,,0,,,0,,,0,,,0,,,None,162.8255215000827,162.83577620005235,163.16962229995988,"['Green', 'Blue']",161.13222640007734,157.08121390012093,163.3667566999793,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2026-03-15_18h44.22.803,Train1,,2026.1.1,59.968756277437926,2026-03-15 18h44.24.288722 +0100,
01-1,006_Yellow.jpg,True,Yellow,100,100,9,01-1/006_Yellow_0.png,2,2,0,"['space', 'space']","[12.262738100020215, 30.83912539994344]","[0.1337144998833537, 0.10646550008095801]",0,,,1,[52.8236845000647],[52.82369840005413],0,,,0,,,0,,,0,,,4.0,1.8339878998231143,"[(4.0, 1.8339878998231143)]","[0.16916666666666666, 0.056666666666666664]","[-0.0175, -0.2733333333333333]","[1, 1]","[0, 0]","[0, 0]","[1.759489599848166, 3.355787499807775]","[None, 'button2']",1,[3.367651999928057],[3.36766289989464],0,,,0,,,0,,,0,,,0,,,0,,,1,[1.3568433998152614],[1.3568688000086695],0,,,0,,,0,,,0,,,0,,,0,,,None,0,2,2,3,163.3667566999793,,,,,,,,,,,01-1/006_Yellow_0.png,163.17021590005606,163.17115340009332,01-1/006_Yellow_0.png,True,Yellow,100,100,9,"[13.353555400157347, 31.891575100133196]",01-1/006_Yellow_0.png,3,,163.18614110001363,163.3667566999793,163.3667566999793,163.3667566999793,163.3667566999793,163.3667566999793,163.3667566999793,163.3667566999793,163.3667566999793,163.3667566999793,163.3667566999793,163.3667566999793,164.20102509995922,215.995799300028,Yellow,2,"['space', 'space']","[12.262738100020215, 30.83912539994344]","[0.1337144998833537, 0.10646550008095801]",0,,,1,[52.8236845000647],[52.82369840005413],0,,,0,,,0,,,0,,,Yellow,219.7162395999767,219.73423320008442,220.06677839998156,216.35688959993422,216.39706979994662,216.39706979994662,0.010844700038433075,216.39706979994662,,218.26433819998056,219.71575480001047,4.0,1.8339878998231143,"[(4.0, 1.8339878998231143)]","[0.16916666666666666, 0.056666666666666664]","[-0.0175, -0.2733333333333333]","[1, 1]","[0, 0]","[0, 0]","[1.759489599848166, 3.355787499807775]","[None, 'button2']",1,[3.367651999928057],[3.36766289989464],0,,,0,,,0,,,0,,,0,,,0,,,220.0810424000956,220.09654720011167,220.09654720011167,220.09654720011167,220.09654720011167,220.09654720011167,220.09654720011167,220.09654720011167,221.42642479995266,1,[1.3568433998152614],[1.3568688000086695],0,,,0,,,0,,,0,,,0,,,0,,,None,221.4267559000291,221.44651050004177,221.78459709999152,"['Green', 'Blue', 'Yellow']",,,,216.39706979994662,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2026-03-15_18h44.22.803,Train1,,2026.1.1,59.968756277437926,2026-03-15 18h44.24.288722 +0100,
01-1,022_Blue.jpg,True,Blue,4,0,99,01-1/022_Blue_0.png,3,3,0,"['space', 'space', 'space', 'space', 'space', 'space']","[5.050056400010362, 7.066354699898511, 10.757686999859288, 11.741555199958384, 13.007763399975374, 14.283666600007564]","[0.11586580006405711, 0.11615490005351603, 0.11632240004837513, 0.12433049990795553, 0.07059290003962815, 0.08882019994780421]",1,[19.06775530008599],[19.067780500045046],0,,,0,,,0,,,0,,,0,,,5.0,1.8120198000688106,"[(5.0, 1.8120198000688106)]","[0.3825, -0.0225]","[0.0008333333333333334, -0.2683333333333333]","[1, 1]","[0, 0]","[0, 0]","[1.6707591000013053, 3.35294650006108]","[None, 'button2']",1,[3.3573376000858843],[3.3573471000418067],0,,,0,,,0,,,0,,,0,,,0,,,1,[1.7544963997788727],[1.754515799926594],0,,,0,,,0,,,0,,,0,,,0,,,None,0,3,3,38,221.98151100007817,,,,,,,,,,,01-1/022_Blue_0.png,221.78563200007193,221.7865516000893,01-1/022_Blue_0.png,True,Blue,4,0,99,"[6.103100599953905, 8.093008700059727, 11.778526799986139, 12.851195000112057, 14.083035700023174, 15.313560399925336]",01-1/022_Blue_0.png,4,,221.80521279992536,221.98151100007817,221.98151100007817,221.98151100007817,221.98151100007817,221.98151100007817,221.98151100007817,221.98151100007817,221.98151100007817,221.98151100007817,221.98151100007817,221.98151100007817,222.79772759997286,240.85550720011815,Blue,2,"['space', 'space', 'space', 'space', 'space', 'space']","[5.050056400010362, 7.066354699898511, 10.757686999859288, 11.741555199958384, 13.007763399975374, 14.283666600007564]","[0.11586580006405711, 0.11615490005351603, 0.11632240004837513, 0.12433049990795553, 0.07059290003962815, 0.08882019994780421]",1,[19.06775530008599],[19.067780500045046],0,,,0,,,0,,,0,,,0,,,Blue,244.56512770010158,244.58420050004497,244.91737910010852,241.20946129993536,241.245474900119,241.245474900119,0.003611200023442507,241.245474900119,,243.07920300005935,244.56470270012505,5.0,1.8120198000688106,"[(5.0, 1.8120198000688106)]","[0.3825, -0.0225]","[0.0008333333333333334, -0.2683333333333333]","[1, 1]","[0, 0]","[0, 0]","[1.6707591000013053, 3.35294650006108]","[None, 'button2']",1,[3.3573376000858843],[3.3573471000418067],0,,,0,,,0,,,0,,,0,,,0,,,244.94212160003372,244.96244159992784,244.96244159992784,244.96244159992784,244.96244159992784,244.96244159992784,244.96244159992784,244.96244159992784,246.67167100007646,1,[1.7544963997788727],[1.754515799926594],0,,,0,,,0,,,0,,,0,,,0,,,None,246.67207020008937,246.681095500011,247.03375510009937,"['Green', 'Blue', 'Yellow', 'Blue']",241.245474900119,241.245474900119,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2026-03-15_18h44.22.803,Train1,,2026.1.1,59.968756277437926,2026-03-15 18h44.24.288722 +0100,
01-1,021_Yellow.jpg,True,Yellow,99,88,0,01-1/021_Yellow_0.png,4,4,0,"['space', 'space']","[11.21008659992367, 18.99686560011469]","[0.08862380008213222, 0.13414899981580675]",0,,,1,[28.25527699990198],[28.255310299806297],0,,,0,,,0,,,0,,,4.0,1.4134147998411208,"[(4.0, 1.4134147998411208)]","[0.16916666666666666, 0.005833333333333334]","[0.0008333333333333334, -0.31333333333333335]","[1, 1]","[0, 0]","[0, 0]","[1.3038790000136942, 2.7696665001567453]","[None, 'button2']",1,[2.7835078998468816],[2.78352089994587],0,,,0,,,0,,,0,,,0,,,0,,,1,[1.0048445998691022],[1.0048636998981237],0,,,0,,,0,,,0,,,0,,,0,,,None,0,4,4,37,247.23010229994543,,,,,,,,,,,01-1/021_Yellow_0.png,247.03491450008005,247.03718800004572,01-1/021_Yellow_0.png,True,Yellow,99,88,0,"[12.262517799856141, 20.083733199862763, 21.356039099860936, 21.946473099989817]",01-1/021_Yellow_0.png,5,,247.05721980007365,247.23010229994543,247.23010229994543,247.23010229994543,247.23010229994543,247.23010229994543,247.23010229994543,247.23010229994543,247.23010229994543,247.23010229994543,247.23010229994543,247.23010229994543,248.06311600003392,275.2944161000196,Yellow,0,"['space', 'space']","[11.21008659992367, 18.99686560011469]","[0.08862380008213222, 0.13414899981580675]",0,,,1,[28.25527699990198],[28.255310299806297],0,,,0,,,0,,,0,,,Yellow,278.430709999986,278.44908619998023,278.7830902999267,275.65745380008593,275.69472740008496,275.69472740008496,0.012647700030356646,275.69472740008496,,277.1280390000902,278.4302171000745,4.0,1.4134147998411208,"[(4.0, 1.4134147998411208)]","[0.16916666666666666, 0.005833333333333334]","[0.0008333333333333334, -0.31333333333333335]","[1, 1]","[0, 0]","[0, 0]","[1.3038790000136942, 2.7696665001567453]","[None, 'button2']",1,[2.7835078998468816],[2.78352089994587],0,,,0,,,0,,,0,,,0,,,0,,,278.7991319000721,278.8109599999152,278.8109599999152,278.8109599999152,278.8109599999152,278.8109599999152,278.8109599999152,278.8109599999152,279.7877355001401,1,[1.0048445998691022],[1.0048636998981237],0,,,0,,,0,,,0,,,0,,,0,,,None,279.78813949995674,279.797587600071,280.1329817001242,"['Green', 'Blue', 'Yellow', 'Blue', 'Yellow']",,,280.3292990999762,275.69472740008496,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2026-03-15_18h44.22.803,Train1,,2026.1.1,59.968756277437926,2026-03-15 18h44.24.288722 +0100,
01-1,006_Red.jpg,True,Red,98,0,0,01-1/006_Red_0.png,5,5,0,"['space', 'space', 'space']","[5.195430600084364, 6.60596610000357, 12.148761800024658]","[0.0886892001144588, 0.09783210000023246, 0.12669160007499158]",0,,,0,,,0,,,0,,,1,[16.642471499973908],[16.64248779998161],0,,,5.0,1.680741999996826,"[(5.0, 1.680741999996826)]","[0.38166666666666665, -0.009166666666666667]","[-0.013333333333333334, -0.3075]","[1, 1]","[0, 0]","[0, 0]","[1.542234499938786, 3.3104608000721782]","[None, 'button2']",1,[3.3251761998981237],[3.325189199997112],0,,,0,,,0,,,0,,,0,,,0,,,1,[6.6617730997968465],[6.661785799777135],0,,,0,,,0,,,0,,,0,,,0,,,None,0,5,5,2,280.3292990999762,,,,,,,,,,,01-1/006_Red_0.png,280.13379460014403,280.13395519996993,01-1/006_Red_0.png,True,Red,98,0,0,"[6.286002600099891, 7.70165150007233, 10.15718590002507, 13.185964700067416]",01-1/006_Red_0.png,6,,280.1467446000315,280.3292990999762,280.3292990999762,280.3292990999762,280.3292990999762,280.3292990999762,280.3292990999762,280.3292990999762,280.3292990999762,280.3292990999762,280.3292990999762,280.3292990999762,281.14569819997996,296.7769283999223,Red,0,"['space', 'space', 'space']","[5.195430600084364, 6.60596610000357, 12.148761800024658]","[0.0886892001144588, 0.09783210000023246, 0.12669160007499158]",0,,,0,,,0,,,0,,,1,[16.642471499973908],[16.64248779998161],0,,,Red,300.4551570999902,300.4774718999397,300.8152729999274,297.1402948999312,297.177641000133,297.177641000133,0.013112100074067712,297.177641000133,,298.8768637999892,300.45459989993833,5.0,1.680741999996826,"[(5.0, 1.680741999996826)]","[0.38166666666666665, -0.009166666666666667]","[-0.013333333333333334, -0.3075]","[1, 1]","[0, 0]","[0, 0]","[1.542234499938786, 3.3104608000721782]","[None, 'button2']",1,[3.3251761998981237],[3.325189199997112],0,,,0,,,0,,,0,,,0,,,0,,,300.8395448999945,300.86092080012895,300.86092080012895,300.86092080012895,300.86092080012895,300.86092080012895,300.86092080012895,300.86092080012895,307.4684959000442,1,[6.6617730997968465],[6.661785799777135],0,,,0,,,0,,,0,,,0,,,0,,,None,307.4688039000612,307.47953379992396,307.8149568999652,"['Green', 'Blue', 'Yellow', 'Blue', 'Yellow', 'Red']",,,308.0112262999173,,297.177641000133,300.86092080012895,,,,,,,,,,,,,,,,,,,,,,,,002,001,2026-03-15_18h44.22.803,Train1,,2026.1.1,59.968756277437926,2026-03-15 18h44.24.288722 +0100,
01-1,012_Green.jpg,True,Green,3,94,4,01-1/012_Green_0.png,6,6,0,"['space', 'space', 'space', 'space', 'space']","[2.8705536001361907, 7.267313800053671, 8.046664300141856, 8.91134320013225, 10.469352500047535]","[0.1072231000289321, 0.12507830001413822, 0.09753469983115792, 0.12493879999965429, 0.09764910000376403]",0,,,0,,,0,,,0,,,0,,,1,[20.012272499967366],[20.01228959998116],5.0,2.115775000071153,"[(5.0, 2.115775000071153)]","[0.37666666666666665, 0.06166666666666667]","[0.0016666666666666668, -0.2825]","[1, 1]","[0, 0]","[0, 0]","[2.0055784001015127, 15.690579599933699]","[None, 'button2']",1,[15.699610499897972],[15.699625399895012],0,,,0,,,0,,,0,,,0,,,0,,,1,[1.5002159997820854],[1.5002339999191463],0,,,0,,,0,,,0,,,0,,,0,,,None,0,6,6,17,308.0112262999173,,,,,,,,,,,01-1/012_Green_0.png,307.8157589000184,307.81591270002536,01-1/012_Green_0.png,True,Green,3,94,4,"[3.991977100027725, 8.445028000045568, 9.190846299985424, 10.091199999907985, 11.574074300006032]",01-1/012_Green_0.png,7,,307.83153700013645,308.0112262999173,308.0112262999173,308.0112262999173,308.0112262999173,308.0112262999173,308.0112262999173,308.0112262999173,308.0112262999173,308.0112262999173,308.0112262999173,308.0112262999173,308.8951127999462,327.8288972999435,Green,1,"['space', 'space', 'space', 'space', 'space']","[2.8705536001361907, 7.267313800053671, 8.046664300141856, 8.91134320013225, 10.469352500047535]","[0.1072231000289321, 0.12507830001413822, 0.09753469983115792, 0.12493879999965429, 0.09764910000376403]",0,,,0,,,0,,,0,,,0,,,1,[20.012272499967366],[20.01228959998116],Green,343.88186149997637,343.8967953999527,344.23015499999747,328.1871539999265,328.22627600003034,328.22627600003034,0.007969899801537395,328.22627600003034,328.22627600003034,330.3590057999827,343.8811781001277,5.0,2.115775000071153,"[(5.0, 2.115775000071153)]","[0.37666666666666665, 0.06166666666666667]","[0.0016666666666666668, -0.2825]","[1, 1]","[0, 0]","[0, 0]","[2.0055784001015127, 15.690579599933699]","[None, 'button2']",1,[15.699610499897972],[15.699625399895012],0,,,0,,,0,,,0,,,0,,,0,,,344.243903900031,344.2591212000698,344.2591212000698,344.2591212000698,344.2591212000698,344.2591212000698,344.2591212000698,344.2591212000698,345.73475500009954,1,[1.5002159997820854],[1.5002339999191463],0,,,0,,,0,,,0,,,0,,,0,,,None,345.73512309999205,345.74603309994563,346.079803599976,"['Green', 'Blue', 'Yellow', 'Blue', 'Yellow', 'Red', 'Green']",344.2591212000698,,346.26004930003546,,,344.2591212000698,,,,,,,,,,,,,,,,,,,,,,,,002,001,2026-03-15_18h44.22.803,Train1,,2026.1.1,59.968756277437926,2026-03-15 18h44.24.288722 +0100,
01-1,022_Cyan.jpg,True,Cyan,0,96,90,01-1/022_Cyan_0.png,7,7,0,"['space', 'space']","[2.9081540999468416, 6.78271900000982]","[0.1074081000406295, 0.09802430006675422]",0,,,0,,,0,,,1,[16.726130499970168],[16.72615070012398],0,,,0,,,5.0,1.5151758999563754,"[(5.0, 1.5151758999563754)]","[0.3858333333333333, 0.075]","[-0.011666666666666667, -0.285]","[1, 1]","[0, 0]","[0, 0]","[1.3763486000243574, 2.4700831999070942]","[None, 'button2']",1,[2.485601000022143],[2.4856124999932945],0,,,0,,,0,,,0,,,0,,,0,,,1,[1.0993536999449134],[1.0993691000621766],0,,,0,,,0,,,0,,,0,,,0,,,None,0,7,7,39,346.26004930003546,,,,,,,,,,,01-1/022_Cyan_0.png,346.08059310005046,346.0807628999464,01-1/022_Cyan_0.png,True,Cyan,0,96,90,"[3.96596570010297, 7.838967300020158]",01-1/022_Cyan_0.png,8,,346.09340040013194,346.26004930003546,346.26004930003546,346.26004930003546,346.26004930003546,346.26004930003546,346.26004930003546,346.26004930003546,346.26004930003546,346.26004930003546,346.26004930003546,346.26004930003546,347.0929918999318,362.80756440013647,Cyan,2,"['space', 'space']","[2.9081540999468416, 6.78271900000982]","[0.1074081000406295, 0.09802430006675422]",0,,,0,,,0,,,1,[16.726130499970168],[16.72615070012398],0,,,0,,,Cyan,365.6458886000328,365.663024000125,365.9969443001319,363.1724098001141,363.22498259996064,363.22498259996064,0.014605300035327673,363.22498259996064,,364.7417182000354,365.645390199963,5.0,1.5151758999563754,"[(5.0, 1.5151758999563754)]","[0.3858333333333333, 0.075]","[-0.011666666666666667, -0.285]","[1, 1]","[0, 0]","[0, 0]","[1.3763486000243574, 2.4700831999070942]","[None, 'button2']",1,[2.485601000022143],[2.4856124999932945],0,,,0,,,0,,,0,,,0,,,0,,,366.0191095001064,366.04099970008247,366.04099970008247,366.04099970008247,366.04099970008247,366.04099970008247,366.04099970008247,366.04099970008247,367.0973414001055,1,[1.0993536999449134],[1.0993691000621766],0,,,0,,,0,,,0,,,0,,,0,,,None,367.09773760009557,367.1115524000488,367.4468958999496,"['Green', 'Blue', 'Yellow', 'Blue', 'Yellow', 'Red', 'Green', 'Cyan']",,,367.6261748999823,,,366.04099970008247,363.22498259996064,,,,,,,,,,,,,,,,,,,,,,,002,001,2026-03-15_18h44.22.803,Train1,,2026.1.1,59.968756277437926,2026-03-15 18h44.24.288722 +0100,
